Numéro d'école;Latitude;Longitude;
0650850W;43.1252298;0.384241;Lannemezan, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 65300, France
0710791Z;46.2914780382876;4.05832956836877;Baugy, Bourgogne-Franche-Comté, France métropolitaine, 71110, France
0711274Z;46.8540616;5.1751176;Saint-Bonnet-en-Bresse, Louhans, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71310, France
0711367A;46.6413462;4.3717516;Saint-Vallier, Autun, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71230, France
0670301N;48.6919519;7.8864256;Gambsheim, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67760, France
0140766G;49.2412693;-0.2255993;Bréville-les-Monts, Lisieux, Calvados, Normandie, France métropolitaine, 14860, France
0140911P;49.2505283;0.1331312;Clarbec, Lisieux, Calvados, Normandie, France métropolitaine, 14130, France
0700938P;47.6197251;6.1545239;Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70000, France
0141538W;49.1705071;-0.4129088;Bretteville-sur-Odon, Caen, Calvados, Normandie, France métropolitaine, 14760, France
0141670P;49.2747222;0.1522222;Reux, Lisieux, Calvados, Normandie, France métropolitaine, 14130, France
0141673T;49.3941667;0.2966667;Ablon, Lisieux, Calvados, Normandie, France métropolitaine, 14600, France
0141675V;49.1565383;-0.3937312;Louvigny, Caen, Calvados, Normandie, France métropolitaine, 14111, France
0141995T;48.9187667;-0.2140465;Aubigny, Caen, Calvados, Normandie, France métropolitaine, 14700, France
0160195A;45.3361276;0.2232607;Montignac-le-Coq, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16390, France
0160256S;45.6677249;0.1671129;Gond-Pontouvre, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16160, France
0710989P;46.7890718;4.676917;Barizey, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71640, France
0320200U;43.6326723;0.2137618;Peyrusse-Grande, Auch, Gers, Occitanie, France métropolitaine, 32320, France
0160625T;45.67292335;0.411893604131535;Vilhonneur, Moulins-sur-Tardoire, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16220, France
0161068Z;45.5534902;0.1239302;Mouthiers-sur-Boëme, Angoulême, Charente, Nouvelle-Aquitaine, France métropolitaine, 16440, France
0170196W;46.0377163;-0.6302566;Puyrolland, Saint-Jean-d'Angély, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17380, France
0680681W;47.5863563;7.2533811;Hirsingue, Altkirch, Haut-Rhin, Grand Est, France métropolitaine, 68560, France
9740260P;-21.1677694;55.2881932;Saint-Leu, Saint-Paul, La Réunion, 97436, France
9740433C;-20.9042845;55.6061193;Sainte-Suzanne, Saint-Denis, La Réunion, 97441, France
0420657L;45.4401467;4.3873058;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France
0420900A;45.4536;4.75322;Vérin, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42410, France
0950533N;48.9891693;2.3197111;Montmorency, Sarcelles, Val-d'Oise, Île-de-France, France métropolitaine, 95160, France
0940394T;48.7630238;2.4093664;Choisy-le-Roi, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94600, France
0941548X;48.8490721;2.4749347;Fontenay-ss-B., Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94120, France
0380442Z;45.1437;5.71927;Échirolles, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38130, France
0810839X;43.9875724;2.1383353;Cagnac-les-Mines, Albi, Tarn, Occitanie, France métropolitaine, 81130, France
0820768P;43.9675;1.5852778;Monclar-de-Quercy, Montauban, Tarn-et-Garonne, Occitanie, France métropolitaine, 82230, France
0400833N;43.8911318;-0.500972;Mont-de-Marsan, Landes, Nouvelle-Aquitaine, France métropolitaine, 40000, France
0641039G;43.2957547;-0.3685668;Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64000, France
0650563J;43.1731794;0.2547117;Ozon, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65190, France
0650603C;43.1252298;0.384241;Lannemezan, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 65300, France
0781217Z;48.8035403;2.1266886;Versailles, Yvelines, Île-de-France, France métropolitaine, 78000, France
0782252Z;48.8976716;2.1026594;Le Pecq, Saint-Germain-en-Laye, Yvelines, Île-de-France, France métropolitaine, 78230, France
0782334N;48.8214478;1.9871825;Les Clayes-sous-Bois, Versailles, Yvelines, Île-de-France, France métropolitaine, 78340, France
0783080Z;48.799708;2.0672138;Saint-Cyr-l'École, Versailles, Yvelines, Île-de-France, France métropolitaine, 78210, France
0783368M;48.9724604;1.9830623;Vernouillet, Saint-Germain-en-Laye, Yvelines, Île-de-France, France métropolitaine, 78540, France
0624299L;50.0822866;2.7908385;Warlencourt-Eaucourt, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62450, France
0731216A;45.5662672;5.9203636;Chambéry, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73000, France
0710727E;46.7969492993438;4.84281726174242;Chalon-sur-Saône, Bourgogne-Franche-Comté, France métropolitaine, 71400, France
0710794C;46.2456386;4.0114577;Artaix, Charolles, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71110, France
0710802L;46.349674;4.2601544;Saint-Germain-en-Brionnais, Charolles, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71800, France
0710996X;46.9040729;4.4817561;Saint-Émiland, Autun, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71490, France
0711719H;46.8392713;4.3311516;Saint-Symphorien-de-Marmagne, Autun, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71710, France
0710177G;46.435311;4.2743162;Charolles, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71120, France
0800437R;49.90915362392;2.92662674782354;Péronne, Hauts-de-France, France métropolitaine, 80200, France
0800447B;49.90915362392;2.92662674782354;Péronne, Hauts-de-France, France métropolitaine, 80200, France
0800819F;50.1060835;1.8337029;Abbeville, Somme, Hauts-de-France, France métropolitaine, 80100, France
0800821H;50.1060835;1.8337029;Abbeville, Somme, Hauts-de-France, France métropolitaine, 80100, France
0801177V;49.9005828;2.3216925;Rivery, Amiens, Somme, Hauts-de-France, France métropolitaine, 80136, France
0801785F;49.9928243;1.8768545;Hallencourt, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80490, France
0810295F;44.0301194;2.1323326;Blaye-les-Mines, Albi, Tarn, Occitanie, France métropolitaine, 81400, France
0601888B;49.336708;2.1486811;Hodenc-l'Évêque, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60430, France
0620423Y;50.7051363;2.12179;Lumbres, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62380, France
0610084K;48.4484342;0.779802013561948;Rémalard, Rémalard-en-Perche, Mortagne-au-Perche, Orne, Normandie, France métropolitaine, 61110, France
0610227R;48.4520099484466;0.0712042991394307;Damigny, Normandie, France métropolitaine, 61250, France
0610480R;48.8326031554326;0.501641527394375;La Ferté-Frênel, Normandie, France métropolitaine, 61550, France
0611003J;48.7651713;0.6278039;L'Aigle, Mortagne-au-Perche, Orne, Normandie, France métropolitaine, 61300, France
0880589M;48.2537;5.9983;Domjulien, Neufchâteau, Vosges, Grand Est, France métropolitaine, 88800, France
0880746H;48.2672201;6.4888702;Bayecourt, Épinal, Vosges, Grand Est, France métropolitaine, 88150, France
0761569T;49.7577729;0.374891;Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France
0762359B;49.5313835;0.238674;Saint-Martin-du-Manoir, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76290, France
0890181N;47.3857699;4.0476536;Saint-Léger-Vauban, Avallon, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89630, France
0802044M;50.0656325;1.3889703;Mers-les-Bains, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80350, France
0810172X;43.4302;2.16882;Arfons, Castres, Tarn, Occitanie, France métropolitaine, 81110, France
0624297J;50.571375;2.1741874;Reclinghem, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62560, France
0900343J;47.6029643;6.8682683;Andelnans, Belfort, Territoire-de-Belfort, Bourgogne-Franche-Comté, France métropolitaine, 90400, France
0910119K;48.3463691;2.16588;Abbéville-la-Rivière, Étampes, Essonne, Île-de-France, France métropolitaine, 91150, France
0771796J;48.5590252;2.682406;Rubelles, Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77950, France
0781560X;48.7709414;2.0706084;Guyancourt, Versailles, Yvelines, Île-de-France, France métropolitaine, 78280, France
0672619H;48.4238894;7.4508332;Heiligenstein, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67140, France
0790106L;46.6481266;-0.2472687;Parthenay, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79200, France
0600233C;49.4669473;1.897151;Hodenc-en-Bray, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60650, France
0631699E;45.753974;3.0865394;Beaumont, Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63110, France
0600153R;49.2231762;1.9468289;Tourly, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60240, France
0600327E;49.2581737;2.8539068;Séry-Magneval, Senlis, Oise, Hauts-de-France, France métropolitaine, 60800, France
0573332M;48.65358;7.2368373;Dabo, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57850, France
0660670V;42.7100287;2.8456715;Saint-Estève, Perpignan, Pyrénées-Orientales, Occitanie, France métropolitaine, 66240, France
0800443X;49.8242704;2.7654259;Lihons, Péronne, Somme, Hauts-de-France, France métropolitaine, 80320, France
0580938E;47.1804171695358;3.33634881664923;Prémery, Bourgogne-Franche-Comté, France métropolitaine, 58700, France
0591003V;50.7653265;3.0066319;Comines, Lille, Nord, Hauts-de-France, France métropolitaine, 59560, France
0650497M;43.1252298;0.384241;Lannemezan, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 65300, France
0880753R;48.2860794;6.4713441;Domèvre-sur-Durbion, Épinal, Vosges, Grand Est, France métropolitaine, 88330, France
0881537T;48.406984;6.8437227;Raon-l'Étape, Saint-Dié-des-Vosges, Vosges, Grand Est, France métropolitaine, 88110, France
0881688G;48.3005302;6.1312974;Mirecourt, Neufchâteau, Vosges, Grand Est, France métropolitaine, 88500, France
0890099Z;47.5347;3.88658;Annay-la-Côte, Avallon, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89200, France
0801127R;49.7749689;1.9818506;Poix-de-Picardie, Amiens, Somme, Hauts-de-France, France métropolitaine, 80290, France
0810267A;43.7685112;2.2589104;Le Roc, Saint-Antonin-de-Lacalm, Terre-de-Bancalié, Albi, Tarn, Occitanie, France métropolitaine, 81120, France
0860299H;46.2358775;0.6861455;L'Isle-Jourdain, Montmorillon, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86150, France
0540374N;48.8416054;6.0683191;Dieulouard, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54380, France
0541794G;48.575668;5.8513897;Bulligny, Toul, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54113, France
0762722W;49.9568229;1.2218919;Saint-Martin-en-Campagne, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76370, France
0861087P;46.7638945;0.4823734;Naintré, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86530, France
0910604M;48.7144587;2.2453842;Palaiseau, Essonne, Île-de-France, France métropolitaine, 91120, France
0911466Z;48.4577346;2.1388602;Brières-les-Scellés, Étampes, Essonne, Île-de-France, France métropolitaine, 91150, France
0610987S;48.6413586;0.749490944862018;Saint-Maurice-lès-Charencey, Charencey, Mortagne-au-Perche, Orne, Normandie, France métropolitaine, 61190, France
0920269T;48.8356649;2.240206;Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92100, France
9740030P;-21.0006099;55.2771585;Saint-Paul, La Réunion, France
0911317M;48.6805587;2.1690093;Les Ulis, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91940, France
0770844Z;48.737539;2.951462;Lumigny-Nesles-Ormeaux, Provins, Seine-et-Marne, Île-de-France, France métropolitaine, 77540, France
0771375B;48.8773018;2.7056056;Lagny-sur-Marne, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77400, France
0020228M;49.0483038718163;3.39801281764174;Château-Thierry, Hauts-de-France, France métropolitaine, 02400, France
0020374W;49.0864834;3.5528175;Barzy-sur-Marne, Château-Thierry, Aisne, Hauts-de-France, France métropolitaine, 02850, France
0020871L;49.8486111;3.2863888;Saint-Quentin, Aisne, Hauts-de-France, France métropolitaine, 02100, France
0021036R;49.2721699766556;3.12652514777423;Villers-Cotterêts, Hauts-de-France, France métropolitaine, 02600, France
0021842S;49.5151;3.83985;Saint-Erme-Outre-et-Ramecourt, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France
0061803C;43.8119541;7.3146204;Contes, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06390, France
0070337D;44.5493789;4.6829629;Le Teil, Privas, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07400, France
0071129P;44.8529331;4.3516535;Dornas, Tournon-sur-Rhône, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07160, France
0080488M;49.5091447;4.3666467;Rethel, Ardennes, Grand Est, France métropolitaine, 08300, France
0080547B;49.4560072;4.0843034;Avaux, Rethel, Ardennes, Grand Est, France métropolitaine, 08190, France
0030843A;46.5660526;3.3331703;Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03000, France
0030949R;46.5606;3.29113;Neuvy, Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03000, France
0031026Z;46.3802795;3.5928142;Jaligny-sur-Besbre, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03220, France
0040205B;43.8338026;5.7826657;Manosque, Forcalquier, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04100, France
9710239H;16.3316709;-61.3476233;Le Moule, Pointe-à-Pitre, Guadeloupe, 97160, France
0050154R;44.5611978;6.0820018;Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur, France métropolitaine, 05000, France
0060122A;43.5836;7.10905;Antibes, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France
9710313N;15.9767433;-61.6441603;Trois-Rivières, Basse-Terre, Guadeloupe, 97114, France
0061289U;43.7846;7.18785;Carros, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06510, France
0941489H;48.8490721;2.4749347;Fontenay-ss-B., Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94120, France
0950395N;49.1658092;2.0013435;Le Heaulme, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95640, France
0890384J;47.7821588;3.2120077;Villiers-Saint-Benoît, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89130, France
0890946V;47.9403036;3.4886113;Charmoy, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89400, France
0890948X;47.9642268;3.4843747;Laroche-Saint-Cydroine, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89400, France
0891246W;48.0825314;3.7014993;Chailley, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89770, France
0891250A;47.7961287;3.570579;Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89000, France
0951452M;49.0116;2.03194;Jouy-le-Moutier, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95280, France
9720169B;14.6027962;-61.0676724;Fort-de-France, Martinique, 97200, France
9720318N;14.7417183;-61.1763904;Saint-Pierre, Martinique, 97250, France
0594245U;50.5878779;3.0511655;Wattignies, Lille, Nord, Hauts-de-France, France métropolitaine, 59139, France
0911589H;48.6805587;2.1690093;Les Ulis, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91940, France
0911689S;48.4786406;2.494958;Soisy-sur-École, Arrondissement d'Évry, Essonne, Île-de-France, France métropolitaine, 91840, France
0591278U;51.0134813;2.3029972;Grande-Synthe, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59760, France
0591494D;50.1250142;3.6913023;Landrecies, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59550, France
0920499T;48.8212037;2.289259;Vanves, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92170, France
0571417F;48.8684082;6.8014037;Bassing, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57260, France
0591849P;50.7159968;2.661152;Merris, Dunkerque, Nord, Hauts-de-France, France métropolitaine, France
0593521G;50.3319796;3.2329285;Auberchicourt, Douai, Nord, Hauts-de-France, France métropolitaine, 59165, France
0490440M;47.19224005;-0.275895320412371;Doué-la-Fontaine, Doué-en-Anjou, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49700, France
0490936B;47.25417435;-0.0661853886972667;Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49400, France
0580198A;46.8073236505319;3.4694939960519;Decize, Bourgogne-Franche-Comté, France métropolitaine, 58300, France
0580934A;47.0594459;3.30817988460954;Chäteau de Nyon, Ourouër, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58130, France
0591042M;50.5172168;3.0180377;Phalempin, Lille, Nord, Hauts-de-France, France métropolitaine, France
0711516M;46.8319775;4.85307916773023;Fragnes, Fragnes-la-Loyère, Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71530, France
0721031E;48.1301857;0.7132644;Saint-Jean-des-Échelles, Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72320, France
0450243V;48.0165;2.73636;Châlette-sur-Loing, Montargis, Loiret, Centre-Val de Loire, France métropolitaine, 45120, France
0450249B;47.9027336;1.9086066;Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France
0501776J;49.66486835;-1.74714909719784;Urville-Nacqueville, La Hague, Cherbourg, Manche, Normandie, France métropolitaine, 50460, France
0594927K;50.5432418;2.9830581;Gondecourt, Lille, Nord, Hauts-de-France, France métropolitaine, 59147, France
0595076X;50.7708967;3.0779621;Bousbecque, Lille, Nord, Hauts-de-France, France métropolitaine, 59166, France
0721279Z;48.3547;0.371483;Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72600, France
0450638Z;48.1892917;2.4249579;Grangermont, Pithiviers, Loiret, Centre-Val de Loire, France métropolitaine, 45390, France
0450749V;47.5985716;2.6003968;Autry-le-Châtel, Montargis, Loiret, Centre-Val de Loire, France métropolitaine, 45500, France
0451390S;47.7008085;2.0232754;Ménestreau-en-Villette, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45240, France
0460064V;44.5305309;1.0430837;Saint-Martin-le-Redon, Cahors, Lot, Occitanie, France métropolitaine, 46700, France
0460083R;44.4695457;1.2975521;Saint-Vincent-Rive-d'Olt, Cahors, Lot, Occitanie, France métropolitaine, 46140, France
0490770W;47.4739884;-0.5515588;Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, France
0693749A;45.6815791;4.6395008;Thurins, Lyon, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69510, France
0700108M;47.8637825;6.1160513;Anchenoncourt-et-Chazel, Lure, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70210, France
0700385N;47.7322386893336;5.75145490050746;Molay, Bourgogne-Franche-Comté, France métropolitaine, 70120, France
0460223T;44.7939277;1.9344873;Molières, Figeac, Lot, Occitanie, France métropolitaine, 46120, France
0460260H;45.007377;1.6435871;Cavagnac, Gourdon, Lot, Occitanie, France métropolitaine, 46110, France
0460427P;44.42166775;1.1401246812579;Le Boulvé, Porte-du-Quercy, Cahors, Lot, Occitanie, France métropolitaine, 46800, France
0600837J;49.734865;1.8252533;Fouilloy, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60220, France
0573261K;49.1288252;6.8937326;Théding, Forbach-Boulay-Moselle, Moselle, Grand Est, France métropolitaine, 57450, France
0572407G;49.2256191;6.2197994;Ennery, Metz, Moselle, Grand Est, France métropolitaine, 57365, France
0572659F;49.1732959;6.6301855;Varsberg, Forbach-Boulay-Moselle, Moselle, Grand Est, France métropolitaine, 57880, France
0572662J;49.2697783;6.3113942;Luttange, Thionville, Moselle, Grand Est, France métropolitaine, 57935, France
0591041L;50.5172168;3.0180377;Phalempin, Lille, Nord, Hauts-de-France, France métropolitaine, France
0580295F;47.40001095;3.44861866365267;Saint-Pierre-du-Mont, Clamecy, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58210, France
0591351Y;50.2513704;3.9200611;Hautmont, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59330, France
0591636H;50.6305089;3.0706414;Lille, Nord, Hauts-de-France, France métropolitaine, France
0540494U;48.5180357;6.7284065;Hablainville, Lunéville, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54120, France
0540754B;48.4813289;6.7772958;Merviller, Lunéville, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54120, France
0790186Y;46.3239455;-0.4645212;Niort, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79000, France
0761411W;49.8809899;0.8306694;Sotteville-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France
0761415A;49.6454242;1.531435;Beaubec-la-Rosière, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76440, France
0530910B;47.8266462;-0.735856935591811;Château-Gontier, Château-Gontier-sur-Mayenne, Château-Gontier, Mayenne, Pays de la Loire, France métropolitaine, 53200, France
0550206A;48.8240088;5.1252992;Chardogne, Bar-le-Duc, Meuse, Grand Est, France métropolitaine, 55000, France
0550229A;48.7712673;5.1623805;Bar-le-Duc, Meuse, Grand Est, France métropolitaine, 55000, France
0550488G;48.59167325;5.47380548543842;Demange-aux-Eaux, Demange-Baudignécourt, Commercy, Meuse, Grand Est, France métropolitaine, 55130, France
0550508D;48.763203;5.5914753;Commercy, Meuse, Grand Est, France métropolitaine, 55200, France
0762076U;49.4938975;0.1079732;Le Havre, Seine-Maritime, Normandie, France métropolitaine, France
0762146V;49.5452927;0.1918673;Montivilliers, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76290, France
0762342H;49.7855019;1.2294846;Les Grandes-Ventes, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76950, France
0762449Z;49.5452927;0.1918673;Montivilliers, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76290, France
0762779H;49.6317451;1.0828619;La Houssaye-Béranger, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France
0542135C;48.6128811;5.8419589;Mont-le-Vignoble, Toul, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54113, France
0542476Y;48.4361901;6.2469522;Lebeuville, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54740, France
0560566L;47.9036655;-2.1221276;Guer, Vannes, Morbihan, Bretagne, France métropolitaine, 56380, France
0570618M;48.65358;7.2368373;Dabo, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57850, France
0594228A;50.1248;3.9293;Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59440, France
0594695H;50.6305089;3.0706414;Lille, Nord, Hauts-de-France, France métropolitaine, France
0520637K;48.5193129;4.8208137;Frampas, Saint-Dizier, Haute-Marne, Grand Est, France métropolitaine, 52220, France
0760626T;49.6317451;1.0828619;La Houssaye-Béranger, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France
0760667M;49.5325582;0.6340975;Anquetierville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France
0600129P;49.2413145823151;1.88573310860713;Liancourt-Saint-Pierre, Hauts-de-France, France métropolitaine, 60240, France
0600309K;49.2348418;2.8552495;Duvy, Senlis, Oise, Hauts-de-France, France métropolitaine, 60800, France
0560341S;47.3470611;-3.1548668;Le Palais, Lorient, Morbihan, Bretagne, France métropolitaine, 56360, France
0540313X;48.6262962;5.8287285;Charmes-la-Côte, Toul, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54113, France
0790934L;46.3148541;-0.5431161;Magné, Niort, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79460, France
0800161R;49.957839;2.5909646;Treux, Amiens, Somme, Hauts-de-France, France métropolitaine, 80300, France
0800429G;49.88264;2.85402;Belloy-en-Santerre, Péronne, Somme, Hauts-de-France, France métropolitaine, 80200, France
0561308T;47.7477336;-3.3660907;Lorient, Morbihan, Bretagne, France métropolitaine, 56100, France
0561392J;47.7354591;-3.4270534;Plœmeur, Lorient, Morbihan, Bretagne, France métropolitaine, 56270, France
0561578L;47.7354591;-3.4270534;Plœmeur, Lorient, Morbihan, Bretagne, France métropolitaine, 56270, France
0810305S;44.0379;2.09751;Labastide-Gabausse, Albi, Tarn, Occitanie, France métropolitaine, 81400, France
0571355N;48.6917992;6.7077121;Lagarde, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57810, France
0591829T;50.27964;3.9674154;Maubeuge, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 56900, France
0771470E;48.6499714;3.406422;Villiers-Saint-Georges, Provins, Seine-et-Marne, Île-de-France, France métropolitaine, 77560, France
0771698C;48.6499714;3.406422;Villiers-Saint-Georges, Provins, Seine-et-Marne, Île-de-France, France métropolitaine, 77560, France
0101048K;48.4951633;4.3089787;Nogent-sur-Aube, Troyes, Aube, Grand Est, France métropolitaine, 10240, France
0101103V;48.4735598;4.3379253;Coclois, Troyes, Aube, Grand Est, France métropolitaine, 10240, France
0110881Y;43.2108325;2.4412579;Trèbes, Carcassonne, Aude, Occitanie, France métropolitaine, 11800, France
0120200C;43.9781841;2.5730082;Brasc, Millau, Aveyron, Occitanie, France métropolitaine, 12550, France
0120476C;43.9673651;2.6470951;Montclar, Millau, Aveyron, Occitanie, France métropolitaine, 12550, France
0120523D;44.5206605;2.0944406;Naussac, Villefranche-de-Rouergue, Aveyron, Occitanie, France métropolitaine, 12700, France
0120600M;44.3516207;2.5728419;Rodez, Aveyron, Occitanie, France métropolitaine, 12000, France
0120746W;44.0003382590018;3.23670381233263;Nant, Occitanie, France métropolitaine, 12230, France
0710220D;46.3077301;4.6004306;Tramayes, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71520, France
0731308A;45.5951342;5.7704482;Novalaise, Chambéry, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73470, France
0591851S;50.6436584;2.6387499;Merville, Dunkerque, Nord, Hauts-de-France, France métropolitaine, 59660, France
0741202E;45.9471379;6.0359602;Sillingy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74330, France
0741382A;45.8190536;6.020555;Alby-sur-Chéran, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74540, France
0030375S;46.3399276;2.6067229;Montluçon, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03100, France
0691201F;45.9864749;4.726611;Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69400, France
0140231A;49.3383333;-0.5827778;Asnelles, Bayeux, Calvados, Normandie, France métropolitaine, 14960, France
