lat,lon,address,town,name,pop_count,closed
43.6520371776118,-0.10823350520633802,Le village,Termes-d'Armagnac,Ecole maternelle Empu Termes d'Armagnanc,186.0,2017
43.461388899999996,0.2158333,Le village,Troncens,Ecole élémentaire Troncens,184.0,2016
43.972777799999996,0.4577778,Le village,Castelnau-sur-l'Auvignon,Ecole élémentaire Castelnau Auvignon,177.0,2017
43.5479869,0.29451109999999997,Le village,Pouylebon,Ecole maternelle Empu Pouylebon,147.0,2016
43.8629,4.45426,Avenue de Paris,Marguerittes,Ecole maternelle Taillefer,8608.0,2016
44.884237899999995,-0.6111474,12 rue Théodore Bellemer,Bruges,Ecole primaire Camille Claudel,16954.0,2016
45.129870700000005,-0.5076217000000001,Rue de la gare,Saint-Christoly-de-Blaye,Ecole maternelle de Saint-Christoly-de-Blaye,2031.0,2017
49.457891100000005,4.1032291,8 rue Balzan,Vieux-lès-Asfeld,Ecole primaire de Vieux-lès-Asfeld,320.0,2016
50.1032047,4.762525599999999,Rue du Général Sarrail,Aubrives,Ecole maternelle Jeanine Lambeau,866.0,2016
49.433024700000004,4.0534287,Rue d'Obernai,Brienne-sur-Aisne,Ecole élémentaire de Brienne-sur-Aisne,193.0,2016
42.7731821,1.51365726343815,Le village,Vicdessos,Ecole primaire de Vicdessos,543.0,2017
49.28282425,-1.53963994128265,Rue du Docteur Callegari,La Haye-du-Puits,Ecole maternelle Le Chat Perche,1547.0,2017
49.1912371,-1.1912143097844,4 rue du Moulin Fauvel,Le Hommet-d'Arthenay,Ecole RPI Les Bords de Terrette,393.0,2016
49.68706625,-1.40794853093579,Le bourg,Cosqueville,Ecole Jules Ferry,565.0,2016
48.9026,2.30551,19 rue d'Alsace,Clichy,Ecole maternelle Victor Hugo,59255.0,2017
49.2577886,4.031926,43 rue Jean et Gilberte Droit,Reims,Ecole maternelle Gilberte Droit,182592.0,2017
49.2854977,3.8165964,2 allée des Acacias,Jonchery-sur-Vesle,Ecole maternelle du Parc de la Fontaine,1887.0,2017
48.15969570000001,5.549050599999999,1 place des Tilleuls,Huilliécourt,Ecole Henri Henriot,120.0,2016
48.45828,5.13999,Place Georges Pompidou,Vecqueville,Ecole de Vecqueville,610.0,2017
48.95917,1.2915299999999998,7 rue de la Liberté,Saint-Germain-de-Fresney,Ecole élémentaire de Saint-Germain-de-Fresney,216.0,2017
49.1373278,4.3660294,Rue Albert Camus,Mourmelon-le-Grand,Ecole maternelle Léon Bourgeois,5339.0,2016
