school_code,lat,lon,region_code,address,postal_code,town,name,region,pop_count,closed,Académie
0672620J,48.455352500000004,7.206870299999999,44,16 A rue de Schirmeck,67570.0,Rothau,Ecole maternelle de Rothau,Grand-Est,1575.0,2016,STRASBOURG
0111002E,43.020213299999995,2.391578,76,Le village,11580.0,Villardebelle,Ecole élémentaire de Villardebelle,Occitanie,54.0,2017,MONTPELLIER
0160187S,45.348473999999996,0.24915460000000003,75,Le bourg,16390.0,Palluaud,Ecole élémentaire de Palluaud,Nouvelle-Aquitaine,239.0,2016,POITIERS
0160287A,45.6763498,0.2188754,75,63 rue des Seguins,16600.0,Ruelle-sur-Touvre,Ecole élémentaire A. Daudet,Nouvelle-Aquitaine,7357.0,2016,POITIERS
0160449B,45.7594369,0.1278348,75,Rue principale,16330.0,Vars,Ecole maternelle F Dolto,Nouvelle-Aquitaine,2021.0,2017,POITIERS
0160529N,46.0316836,0.7211031,75,Le bourg,16500.0,Esse,Ecole d'Esse,Nouvelle-Aquitaine,505.0,2016,POITIERS
0280310K,48.4231,1.46835,24,110 avenue M Maunoury,28600.0,Luisant,Ecole maternelle Jean de la Fontaine,Centre-Val-de-Loire,6720.0,2017,ORLEANS-TOURS
0572592H,49.149292200000005,6.9490582,44,17 rue de l'Ecole,57460.0,Bousbach,Ecole maternelle de Bousbach,Grand-Est,1149.0,2016,NANCY-METZ
0572687L,49.1198867,6.287998402696981,44,5 rue de la Chappé,57645.0,Montoy-Flanville,Ecole maternelle Les Quatre Saisons,Grand-Est,1117.0,2016,NANCY-METZ
0572781N,49.25150479999999,6.0938369,44,Rue Saint Exupéry,57120.0,Rombas,Ecole maternelle Rond Bois,Grand-Est,10002.0,2016,NANCY-METZ
0681387N,47.7569173878324,7.288916684651969,44,53 rue Principale,68210.0,Wolfersdorf,Ecole intercommunale,Grand-Est,346.0,2016,STRASBOURG
0681512Z,47.76278129999999,7.1529679,44,3 rue de la Station,68700.0,Aspach-le-Bas,Ecole élémentaire des 2 Aspach-Michelbach,Grand-Est,1307.0,2017,STRASBOURG
0160851N,45.9935688,0.6461785,75,Le bourg,16500.0,Ansac-sur-Vienne,Ecole Ratier - Lacouture,Nouvelle-Aquitaine,856.0,2016,POITIERS
0161030H,46.01203889999999,0.0795577,75,Rue du Docteur Feuillet,16240.0,Villefagnan,Ecole maternelle de Villefagnan,Nouvelle-Aquitaine,997.0,2016,POITIERS
0161129R,45.7750157,0.2093391,75,Le bourg,16560.0,Anais,Ecole maternelle d'Anais,Nouvelle-Aquitaine,591.0,2017,POITIERS
0410893Y,48.04060429999999,1.076786,24,11 Route de Cloyes,41270.0,Droué,Ecole maternelle de Droué,Centre-Val-de-Loire,1013.0,2017,ORLEANS-TOURS
0420326B,46.0345572,4.0729178,84,18 rue Lakanal,42300.0,Roanne,Ecole maternelle Lakanal,Auvergne-et-Rhône-Alpes,35507.0,2016,LYON
0420377G,45.434898700000005,4.3212622000000005,84,3 rue Louis Comté,42230.0,Roche-la-Molière,Ecole primaire Centre 1,Auvergne-et-Rhône-Alpes,10093.0,2016,LYON
0420652F,45.4401467,4.3873058,84,10 rue Docteur Laënnec,42100.0,Saint-Étienne,Ecole maternelle Guizay,Auvergne-et-Rhône-Alpes,172023.0,2016,LYON
0670207L,48.2422436,7.3799809000000005,44,163 rue des Prelats,67600.0,Orschwiller,Ecole maternelle d'Orschwiller,Grand-Est,633.0,2017,STRASBOURG
0670220A,48.542510899999996,7.7102193,44,Rue de Sélestat,67540.0,Ostwald,Ecole maternelle Le Schloessel,Grand-Est,11925.0,2016,STRASBOURG
0670292D,48.584614,7.750712700000001,44,2 rue Welsch,67100.0,Strasbourg,Ecole maternelle Neuhof A,Grand-Est,275718.0,2016,STRASBOURG
0670364G,48.9012785,7.9757435,44,2 rue des écoles,67690.0,Hatten,Ecole maternelle de Hatten,Grand-Est,1935.0,2016,STRASBOURG
0671099F,48.71944845,7.58331394234607,44,3 rue de l'Eglise,67270.0,Gingsheim,Ecole élémentaire de Gingsheim,Grand-Est,334.0,2016,STRASBOURG
0420961S,46.0205,4.09203,84,Rue Winston Churchill,42120.0,Le Coteau,Ecole maternelle plaines,Auvergne-et-Rhône-Alpes,6775.0,2016,LYON
0421190R,46.0345572,4.0729178,84,4 rue de Bourgogne,42300.0,Roanne,Ecole maternelle Fontquentin,Auvergne-et-Rhône-Alpes,35507.0,2017,LYON
0421472X,45.4401467,4.3873058,84,9 allée Rachel,42100.0,Saint-Étienne,Ecole primaire Montferre,Auvergne-et-Rhône-Alpes,172023.0,2016,LYON
0421529J,45.4401467,4.3873058,84,17 rue Gounod,42000.0,Saint-Étienne,Ecole maternelle d'application Montreynaud Gounod,Auvergne-et-Rhône-Alpes,172023.0,2016,LYON
0421988H,45.4401467,4.3873058,84,10 rue H Dunant,42100.0,Saint-Étienne,Ecole primaire Beaulieu,Auvergne-et-Rhône-Alpes,172023.0,2017,LYON
0830730T,43.1007714,5.878894799999999,93,97 avenue Henri Guillaume,83500.0,La Seyne-sur-Mer,Ecole maternelle Romain Rolland,Provence-Alpes-Côte-d'Azur,64523.0,2017,NICE
0671470J,48.9404465,7.0899329,44,7 rue du Châlet,67260.0,Sarre-Union,Ecole maternelle Le Petit Prince,Grand-Est,2967.0,2016,STRASBOURG
0671521P,48.989436299999994,8.044114599999999,44,170 rue Neuve,67160.0,Schleithal,Ecole maternelle de Schleithal,Grand-Est,1473.0,2017,STRASBOURG
0480362H,44.1998,3.92277,76,Le village,48160.0,Saint-Martin-de-Boubaux,Ecole primaire de Saint-Martin-de-Boubaux,Occitanie,180.0,2016,MONTPELLIER
0311118X,43.4599858,1.3262332000000001,76,Rue du Maréchal Lyautey,31600.0,Muret,Ecole maternelle Jean Mermoz,Occitanie,24725.0,2017,TOULOUSE
0490099S,47.473988399999996,-0.5515588,52,18 rue Colonel de Sauveboeuf,49000.0,Angers,Ecole maternelle Pierre et Marie Curie,Pays-de-la-Loire,150125.0,2016,NANTES
0890470C,48.0201831,3.8050892,27,17 rue d'En Haut,89570.0,Beugnon,Ecole de Beugnon,Bourgogne-et-Franche-Comté,329.0,2016,DIJON
0890993W,47.9411544,3.1309538,27,4 allée du Docteur Gauthereau,89120.0,Villefranche,Ecole primaire de Villefranche,Bourgogne-et-Franche-Comté,635.0,2016,DIJON
0891081S,47.7741815,3.7546242999999997,27,17 rue Nicolas Droin,89800.0,Courgis,Ecole de Courgis,Bourgogne-et-Franche-Comté,259.0,2017,DIJON
0891294Y,47.8634136,3.7279379,27,2 rue Auxerroise,89800.0,Lignorelles,Ecole élémentaire de Lignorelles,Bourgogne-et-Franche-Comté,184.0,2016,DIJON
0900055W,47.717980299999994,6.9690806,27,40 rue des Vosges,90110.0,Romagny-sous-Rougemont,Ecole primaire Romagny sous Rougemont,Bourgogne-et-Franche-Comté,201.0,2017,BESANCON
0900095P,47.7418553,6.8251786999999995,27,Rue haute Rive,90200.0,Giromagny,Ecole primaire Docteur Benoît,Bourgogne-et-Franche-Comté,3141.0,2017,BESANCON
0490989J,47.05249335,-0.8782112545094142,52,26 rue du Planty,49300.0,Cholet,Ecole maternelle Le Planty,Pays-de-la-Loire,53890.0,2016,NANTES
0681782T,48.07775170000001,7.3579641,44,2 rue des Marguerites,68000.0,Colmar,Ecole maternelle Les Marguerites,Grand-Est,67956.0,2017,STRASBOURG
0332316N,44.893145200000006,-0.15606620000000002,75,Groupe scolaire Grand Pontet,33330.0,Saint-Émilion,Ecole maternelle Elie Janailhac,Nouvelle-Aquitaine,1911.0,2017,BORDEAUX
0332763Z,44.9259011,-0.48818459999999997,75,38 avenue du chemin de la vie,33440.0,Ambarès-et-Lagrave,Ecole maternelle la Souris Verte,Nouvelle-Aquitaine,14609.0,2017,BORDEAUX
0911135P,48.482408899999996,2.3476234000000002,11,Rue des Pierres rangées,91590.0,La Ferté-Alais,Ecole maternelle Champ de Coq,Île-de-France,3960.0,2016,VERSAILLES
0020597N,49.9216667,3.4030556000000005,32,18 rue Principale,2110.0,Croix-Fonsomme,Ecole élémentaire de Croix-Fonsomme,Hauts-de-France,230.0,2016,AMIENS
0020868H,49.84861110000001,3.2863888,32,Impasse Jacquart,2100.0,Saint-Quentin,Ecole maternelle Groupe scolaire Quentin-Barre,Hauts-de-France,55698.0,2016,AMIENS
0311650A,43.6828953,1.31799,76,Place Jean Jaurès,31840.0,Aussonne,Ecole maternelle Louise Michel,Occitanie,6867.0,2016,TOULOUSE
0320158Y,43.3525,0.5125,76,Le village,32140.0,Monlaur-Bernet,Ecole maternelle Empu Monlaur Bernet,Occitanie,171.0,2017,TOULOUSE
0320307K,43.6520371776118,-0.10823350520633802,76,Le village,32400.0,Termes-d'Armagnac,Ecole maternelle Empu Termes d'Armagnanc,Occitanie,186.0,2017,TOULOUSE
0320317W,43.461388899999996,0.2158333,76,Le village,32230.0,Troncens,Ecole élémentaire Troncens,Occitanie,184.0,2016,TOULOUSE
0320462D,43.972777799999996,0.4577778,76,Le village,32100.0,Castelnau-sur-l'Auvignon,Ecole élémentaire Castelnau Auvignon,Occitanie,177.0,2017,TOULOUSE
0320611R,43.5479869,0.29451109999999997,76,Le village,32320.0,Pouylebon,Ecole maternelle Empu Pouylebon,Occitanie,147.0,2016,TOULOUSE
0301529Z,43.8629,4.45426,76,Avenue de Paris,30320.0,Marguerittes,Ecole maternelle Taillefer,Occitanie,8608.0,2016,MONTPELLIER
0330545N,44.884237899999995,-0.6111474,75,12 rue Théodore Bellemer,33520.0,Bruges,Ecole primaire Camille Claudel,Nouvelle-Aquitaine,16954.0,2016,BORDEAUX
0331104W,45.129870700000005,-0.5076217000000001,75,Rue de la gare,33920.0,Saint-Christoly-de-Blaye,Ecole maternelle de Saint-Christoly-de-Blaye,Nouvelle-Aquitaine,2031.0,2017,BORDEAUX
0080513P,49.457891100000005,4.1032291,44,8 rue Balzan,8190.0,Vieux-lès-Asfeld,Ecole primaire de Vieux-lès-Asfeld,Grand-Est,320.0,2016,REIMS
0080755C,50.1032047,4.762525599999999,44,Rue du Général Sarrail,8320.0,Aubrives,Ecole maternelle Jeanine Lambeau,Grand-Est,866.0,2016,REIMS
0081101D,49.433024700000004,4.0534287,44,Rue d'Obernai,8190.0,Brienne-sur-Aisne,Ecole élémentaire de Brienne-sur-Aisne,Grand-Est,193.0,2016,REIMS
0090070C,42.7731821,1.51365726343815,76,Le village,9220.0,Vicdessos,Ecole primaire de Vicdessos,Occitanie,543.0,2017,TOULOUSE
0500448R,49.28282425,-1.53963994128265,28,Rue du Docteur Callegari,50250.0,La Haye-du-Puits,Ecole maternelle Le Chat Perche,Normandie,1547.0,2017,CAEN
0500764J,49.1912371,-1.1912143097844,28,4 rue du Moulin Fauvel,50620.0,Le Hommet-d'Arthenay,Ecole RPI Les Bords de Terrette,Normandie,393.0,2016,CAEN
0501034C,49.68706625,-1.40794853093579,28,Le bourg,50330.0,Cosqueville,Ecole Jules Ferry,Normandie,565.0,2016,CAEN
0920449N,48.9026,2.30551,11,19 rue d'Alsace,92110.0,Clichy,Ecole maternelle Victor Hugo,Île-de-France,59255.0,2017,VERSAILLES
0511414K,49.2577886,4.031926,44,43 rue Jean et Gilberte Droit,51100.0,Reims,Ecole maternelle Gilberte Droit,Grand-Est,182592.0,2017,REIMS
0511518Y,49.2854977,3.8165964,44,2 allée des Acacias,51140.0,Jonchery-sur-Vesle,Ecole maternelle du Parc de la Fontaine,Grand-Est,1887.0,2017,REIMS
0520995Z,48.15969570000001,5.549050599999999,44,1 place des Tilleuls,52150.0,Huilliécourt,Ecole Henri Henriot,Grand-Est,120.0,2016,REIMS
0521020B,48.45828,5.13999,44,Place Georges Pompidou,52300.0,Vecqueville,Ecole de Vecqueville,Grand-Est,610.0,2017,REIMS
0270396J,48.95917,1.2915299999999998,28,7 rue de la Liberté,27220.0,Saint-Germain-de-Fresney,Ecole élémentaire de Saint-Germain-de-Fresney,Normandie,216.0,2017,ROUEN
0510366W,49.1373278,4.3660294,44,Rue Albert Camus,51400.0,Mourmelon-le-Grand,Ecole maternelle Léon Bourgeois,Grand-Est,5339.0,2016,REIMS
0510629G,48.9566218,4.3628851,44,3 rue J de la Fontaine,51000.0,Châlons-en-Champagne,Ecole élémentaire d'application Jean de la Fontaine,Grand-Est,44899.0,2016,REIMS
0922522S,48.9026,2.30551,11,9 rue Sophie Foucault,92110.0,Clichy,Ecole maternelle Sophie Foucault,Île-de-France,59255.0,2017,VERSAILLES
0631506V,45.893068,3.1136667,84,25 rue Victor Basch,63200.0,Riom,Ecole maternelle Maurice Genest,Auvergne-et-Rhône-Alpes,18675.0,2017,CLERMONT-FERRAND
0271348U,49.246919299999995,1.4215533999999999,28,Rue des Maraîchers,27700.0,Les Andelys,Ecole maternelle Pauline Kergomard,Normandie,8201.0,2017,ROUEN
0271493B,48.949459999999995,1.3041399999999999,28,2 place de la Mairie,27220.0,Fresney,Ecole élémentaire de Fresney,Normandie,337.0,2017,ROUEN
0280211C,48.0827574,1.7408966000000001,24,9 rue Chanzy,28140.0,Terminiers,Ecole maternelle de Terminiers,Centre-Val-de-Loire,941.0,2016,ORLEANS-TOURS
0511586X,49.1514315,4.2514192,44,3 rue de la gare,51400.0,Sept-Saulx,Ecole maternelle de Sept-Saulx,Grand-Est,593.0,2016,REIMS
0511967L,48.8793138165297,3.59301958253128,44,4 Route de Montmort,51210.0,Fromentières,Ecole maternelle de Fromentières,Grand-Est,385.0,2017,REIMS
0220654S,48.403605400000004,-2.9112668999999998,53,18 rue Maréchal Leclerc,22800.0,Quintin,Ecole maternelle de Quintin,Bretagne,2822.0,2017,RENNES
0220690F,48.1960984,-2.9826182529094303,53,Rue Sainte-Suzanne,22530.0,Mûr-de-Bretagne,Ecole maternelle de Mûr-de-Bretagne,Bretagne,2078.0,2017,RENNES
0221477L,48.5245,-2.00563,53,Le bourg,22490.0,Plouër-sur-Rance,Ecole maternelle de Plouër-sur-Rance,Bretagne,3409.0,2017,RENNES
0221604Z,48.7732657,-3.5187178999999995,53,22 Route de Trebeurden,22560.0,Pleumeur-Bodou,Ecole maternelle Jean Le Morvan,Bretagne,3983.0,2016,RENNES
0301179U,43.692438200000005,4.2754772,76,Avenue Robert Gourdon,30600.0,Vauvert,Ecole élémentaire du Pic d'Etienne,Occitanie,11195.0,2017,MONTPELLIER
0931314Y,48.9392142,2.5257254000000002,11,4 rue P Brossolette,93270.0,Sevran,Ecole élémentaire Marie Curie,Île-de-France,49465.0,2016,CRETEIL
0932067S,48.9031,2.48291,11,77 avenue H Barbusse,93140.0,Bondy,Ecole maternelle Camille Claudel,Île-de-France,52865.0,2017,CRETEIL
0601124W,49.2093315,2.6964792,32,3 rue de l'église,60810.0,Montépilloy,Ecole élémentaire de Montépilloy,Hauts-de-France,162.0,2017,AMIENS
0240182T,44.845628399999995,0.9082579,75,Hameau de Cadouin,24480.0,Le Buisson-de-Cadouin,Ecole primaire du Buisson-de-Cadouin,Nouvelle-Aquitaine,2073.0,2016,BORDEAUX
0240274T,45.1872222,0.6922222,75,Rue Eugénie Cotton,24660.0,Coulounieix-Chamiers,Ecole maternelle Eugène Le Roy,Nouvelle-Aquitaine,8108.0,2017,BORDEAUX
0240307D,44.8534568,0.48753100000000005,75,Avenue Aristide Briand,24100.0,Bergerac,Ecole maternelle René Desmaison,Nouvelle-Aquitaine,28063.0,2017,BORDEAUX
0240766C,45.10310820000001,1.3661530000000002,75,Bourg Nord,24120.0,Grèzes,Ecole élémentaire de Grèzes,Nouvelle-Aquitaine,196.0,2016,BORDEAUX
0240954G,44.8534568,0.48753100000000005,75,19 rue Emile Zola,24100.0,Bergerac,Ecole élémentaire Alba,Nouvelle-Aquitaine,28063.0,2016,BORDEAUX
0860375R,47.0116175,0.17621520000000002,75,2 rue de la Liberté,86200.0,Messemé,Ecole primaire de Messemé,Nouvelle-Aquitaine,228.0,2017,POITIERS
0860383Z,46.1896443,0.687578,75,Rue Baptiste Toussaint,86150.0,Millac,Ecole de Millac,Nouvelle-Aquitaine,489.0,2016,POITIERS
0860402V,46.424957299999996,0.8682027,75,2 place du Vieux marché,86500.0,Montmorillon,Ecole maternelle Ville haute,Nouvelle-Aquitaine,6197.0,2016,POITIERS
0610072X,48.7428859,-0.0223695,28,18 rue du Paty,61200.0,Argentan,Ecole maternelle Fernand Léger,Normandie,13903.0,2017,CAEN
0610662N,48.7513195,0.0754344795141468,28,Le bourg,61310.0,Silly-en-Gouffern,Ecole élémentaire Louis Louvrier,Normandie,399.0,2017,CAEN
0250481M,47.1387693,6.470813,27,Place Cassard,25390.0,Flangebouche,Ecole de Flangebouche,Bourgogne-et-Franche-Comté,724.0,2017,BESANCON
0250591G,47.061160799999996,6.6690523,27,2 rue du Neuf Clos,25130.0,Villers-le-Lac,Ecole Chauffaud,Bourgogne-et-Franche-Comté,4680.0,2016,BESANCON
0250811W,47.1848615,5.9903449,27,8 rue de la Maltournée,25720.0,Pugey,Ecole primaire de Pugey,Bourgogne-et-Franche-Comté,784.0,2017,BESANCON
0251879G,47.5515894,6.6955773,27,26 grande rue,25750.0,Aibre,Ecole primaire Intercommunale d'Aibre,Bourgogne-et-Franche-Comté,472.0,2017,BESANCON
0560313L,47.7639726,-3.3444489,53,33 rue Guy Ropartz,56600.0,Lanester,Ecole maternelle Pauline Kergomard,Bretagne,21874.0,2016,RENNES
0560383M,47.96848,-2.9893010175124104,53,Hameau de Talvern Neneze,56930.0,Pluméliau,Ecole primaire de Pluméliau,Bretagne,3594.0,2016,RENNES
0560834C,48.0647729,-2.9675702,53,Rue de Kerdisson,56300.0,Pontivy,Ecole maternelle Paul Langevin,Bretagne,13915.0,2016,RENNES
0860525D,47.0100270075767,0.175250970175021,75,5 rue de la Mairie,86200.0,Ranton,Ecole primaire de Ranton,Nouvelle-Aquitaine,184.0,2017,POITIERS
0860715K,46.5695048,0.6439464,75,37 rue des Pignons Blancs,86300.0,Chauvigny,Ecole maternelle Les Guiraudières,Nouvelle-Aquitaine,7086.0,2017,POITIERS
0861025X,46.5695048,0.6439464,75,1 rue de Montmorillon,86300.0,Chauvigny,Ecole primaire Saint-Pierre Les Eglises,Nouvelle-Aquitaine,7086.0,2016,POITIERS
0861065R,46.7742953,0.5357531,75,9 rue d'Alsace,86530.0,Cenon-sur-Vienne,Ecole maternelle Marcel Ribbe,Nouvelle-Aquitaine,1828.0,2017,POITIERS
0861104H,46.7376338,0.42933640000000006,75,3 rue haute,86490.0,Beaumont,Ecole maternelle de Beaumont,Nouvelle-Aquitaine,1897.0,2017,POITIERS
0870247W,45.83542429999999,1.2644847,75,10 rue Edouard Cholet,87000.0,Limoges,Ecole maternelle Edouard Herriot,Nouvelle-Aquitaine,135098.0,2017,LIMOGES
0290478M,48.3905283,-4.4860088,53,2 rue Victor Rossel,29200.0,Brest,Ecole maternelle Vauban,Bretagne,139386.0,2016,RENNES
0290564F,47.9960325,-4.1024782,53,75 rue de la Terre Noire,29000.0,Quimper,Ecole maternelle Yves Le Manchec,Bretagne,63532.0,2016,RENNES
0570333C,49.0588015,6.5489725,44,1 Route de la forêt,57690.0,Elvange,Ecole élémentaire d'Elvange,Grand-Est,364.0,2016,NANCY-METZ
0570416T,49.280602200000004,6.6317962,44,2 rue de l'Ecole,57550.0,Villing,Ecole élémentaire de Villing,Grand-Est,491.0,2016,NANCY-METZ
0880330F,48.355301399999995,5.694857099999999,44,13 place Carrière,88300.0,Neufchâteau,Ecole maternelle Jean Rostand,Grand-Est,6602.0,2017,NANCY-METZ
0881505H,47.908075399999994,6.783638099999999,44,1 rue de l'Eglise,88160.0,Le Ménil,Ecole maternelle du Ménil,Grand-Est,1110.0,2016,NANCY-METZ
0881614B,48.169151899999996,6.593786099999999,44,14 Grand rue,88460.0,Charmois-devant-Bruyères,Ecole maternelle B. Fremiot,Grand-Est,408.0,2016,NANCY-METZ
0881665G,48.0914619,6.4782907,44,262 rue du Stade,88220.0,Hadol,Ecole maternelle Centre,Grand-Est,2351.0,2016,NANCY-METZ
0890309C,47.5188531,3.4847233999999996,27,2 rue de la Mairie,89480.0,Andryes,Ecole d'Andryes,Bourgogne-et-Franche-Comté,443.0,2017,DIJON
0020556U,49.3973,3.46759,32,8 rue de la Caure,2370.0,Condé-sur-Aisne,Ecole de Condé-sur-Aisne,Hauts-de-France,386.0,2017,AMIENS
0020687L,49.8302778,3.3555556,32,22 rue de la Grange aux Bois,2720.0,Mesnil-Saint-Laurent,Ecole élémentaire de Mesnil-Saint-Laurent,Hauts-de-France,447.0,2016,AMIENS
0020699Z,49.7705556,3.6166667,32,Rue de Verdun,2270.0,Monceau-le-Neuf-et-Faucouzy,Ecole élémentaire de Monceau-le-Neuf-et-Faucouzy,Hauts-de-France,332.0,2016,AMIENS
0020708J,49.1469,3.21981,32,8 rue Principale,2470.0,Monnes,Ecole élémentaire de Monnes,Hauts-de-France,119.0,2016,AMIENS
0020874P,49.84861110000001,3.2863888,32,218 rue de Paris,2100.0,Saint-Quentin,Ecole maternelle Ernest Lavisse,Hauts-de-France,55698.0,2016,AMIENS
0020961J,49.818009,3.605658,32,Rue du Vert Galan,2120.0,Landifay-et-Bertaignemont,Ecole maternelle Marguerite Jolly,Hauts-de-France,282.0,2016,AMIENS
0442108C,47.2233007,-1.6346964,52,Rue du Tillay,44800.0,Saint-Herblain,Ecole maternelle Condorcet,Pays-de-la-Loire,43784.0,2017,NANTES
0450262R,47.9027336,1.9086066000000002,24,1 impasse Joseph Cressot,45100.0,Orléans,Ecole maternelle d'application Jardin des Plantes,Centre-Val-de-Loire,114375.0,2016,ORLEANS-TOURS
6200677S,41.5921091,9.2761531,94,Hameau de Trinité,20137.0,Porto-Vecchio,Ecole maternelle Trinité maternelle,Corse,11354.0,2017,CORSE
0596638V,50.630508899999995,3.0706414,32,50 boulevard de Strasbourg,59000.0,Lille,Ecole Saint-Exupery-Mme de Ségur,Hauts-de-France,231491.0,2017,LILLE
0460242N,44.4903014,1.3139098999999999,76,Le bourg,46140.0,Parnac,Ecole primaire de Parnac,Occitanie,380.0,2017,TOULOUSE
0460340V,44.7789948,1.7233939999999999,76,4 rue d'Alsace,46500.0,Gramat,Ecole maternelle Louis Mazet,Occitanie,3596.0,2017,TOULOUSE
0600685U,49.3623895,2.4370282000000003,32,6 rue Charles de Gaulle,60600.0,Breuil-le-Vert,Ecole du Centre,Hauts-de-France,2957.0,2017,AMIENS
0100156R,48.3777152,4.2576617,44,18 rue Basse,10220.0,Bouy-Luxembourg,Ecole primaire de Bouy-Luxembourg,Grand-Est,211.0,2016,REIMS
0100597V,48.1701298,4.653119599999999,44,1 rue de l'Ecole,10200.0,Urville,Ecole primaire d'Urville,Grand-Est,142.0,2016,REIMS
0100634K,48.1723292,4.0180216,44,17 Route Nationale,10320.0,Villery,Ecole primaire de Villery,Grand-Est,274.0,2016,REIMS
0100654G,48.358178514571705,4.11671430077492,44,43 Route impériale,10150.0,Voué,Ecole primaire de Voué,Grand-Est,640.0,2016,REIMS
0210554N,47.0800061992585,4.15291736247929,27,Le Maupas,21430.0,Sussey,Ecole RPI,Bourgogne-et-Franche-Comté,269.0,2016,DIJON
0210906W,47.074740000000006,4.5591099999999996,27,Place de la Mairie,21230.0,Lacanche,Ecole maternelle de Lacanche,Bourgogne-et-Franche-Comté,587.0,2016,DIJON
0470387R,44.4966624,0.9684626000000001,75,Rue du chemin Rouge,47500.0,Fumel,Ecole élémentaire chemin Rouge,Nouvelle-Aquitaine,5074.0,2016,BORDEAUX
0370445H,47.3454102,0.30285809999999996,24,13 rue Chevaliers Macquaux,37130.0,Les Essards,Ecole primaire des Essards,Centre-Val-de-Loire,152.0,2016,ORLEANS-TOURS
0440992P,47.2233007,-1.6346964,52,5 rue de Lozère,44800.0,Saint-Herblain,Ecole maternelle Bernardière,Pays-de-la-Loire,43784.0,2017,NANTES
0540466N,48.4816397,6.7328844,44,18 Grande rue,54120.0,Gélacourt,Ecole élémentaire de Gélacourt,Grand-Est,172.0,2017,NANCY-METZ
0101026L,48.2580873,4.031268,44,867 Route de Troyes,10120.0,Saint-Germain,Ecole maternelle Jean Monnet,Grand-Est,2284.0,2016,REIMS
0101075P,48.446543299999995,4.356431400000001,44,2 Ruelle Cocos,10240.0,Pougy,Ecole élémentaire de Pougy,Grand-Est,294.0,2016,REIMS
0110799J,43.1837661,3.0042120999999997,76,129 Route d'Armissan,11100.0,Narbonne,Ecole maternelle Les Platanes,Occitanie,52802.0,2017,MONTPELLIER
0470890M,44.0276979,0.29044309999999995,75,Villeneuve de Mezin,47170.0,Lannes,Ecole maternelle Villeneuve de Mezin,Nouvelle-Aquitaine,389.0,2017,BORDEAUX
0371109E,47.2729908,0.5996983,24,Rue des Grands Clos,37260.0,Artannes-sur-Indre,Ecole primaire Guehenno,Centre-Val-de-Loire,2534.0,2016,ORLEANS-TOURS
0380214B,45.054713,6.0306625,84,Route Nationale,38520.0,Le Bourg-d'Oisans,Ecole Les Sables,Auvergne-et-Rhône-Alpes,3235.0,2016,GRENOBLE
0120260T,44.17364548792089,2.53652265308789,76,Taurines,12120.0,Centrès,Ecole Taurines,Occitanie,526.0,2016,TOULOUSE
0120481H,43.8436,2.56773,76,Le bourg,12380.0,Montfranc,Ecole élémentaire de Montfranc,Occitanie,124.0,2016,TOULOUSE
0120913C,43.9268331,2.5472505,76,Le bourg,12550.0,Plaisance,Ecole de Plaisance,Occitanie,201.0,2016,TOULOUSE
0190161X,45.158498200000004,1.5332389,75,3 rue Laënnec,19100.0,Brive-la-Gaillarde,Ecole maternelle Gaubre,Nouvelle-Aquitaine,46794.0,2017,LIMOGES
0490734G,47.368630100000004,-0.27674019135809896,52,25 quai des Mariniers,49350.0,Le Thoureil,Ecole élémentaire du Thoureil,Pays-de-la-Loire,444.0,2017,NANTES
0381292Y,45.111331,5.278244,84,Le bourg,38840.0,La Sône,Ecole primaire Les Marronniers,Auvergne-et-Rhône-Alpes,591.0,2017,GRENOBLE
0381893B,45.183668299999994,5.75448,84,15 rue Le Corbusier,38400.0,Saint-Martin-d'Hères,Ecole maternelle Saint-Just,Auvergne-et-Rhône-Alpes,38019.0,2017,GRENOBLE
0420280B,45.5002145,4.320397799999999,84,57 rue de la Libération,42480.0,La Fouillouse,Ecole maternelle R. de la Libération,Auvergne-et-Rhône-Alpes,4316.0,2017,LYON
0420309H,46.1453805,4.109231899999999,84,112 rue du 11 Novembre,42720.0,Pouilly-sous-Charlieu,Ecole maternelle R. du 11 Novembre,Auvergne-et-Rhône-Alpes,2512.0,2017,LYON
0420790F,45.473408,4.3792689000000005,84,7 avenue Jules Ferry,42270.0,Saint-Priest-en-Jarez,Ecole maternelle Ferry,Auvergne-et-Rhône-Alpes,6125.0,2017,LYON
0421075R,45.4401467,4.3873058,84,15 rue de l'Université,42100.0,Saint-Étienne,Ecole maternelle Metare Cottencière,Auvergne-et-Rhône-Alpes,172023.0,2017,LYON
0190360N,45.366354799999996,1.7144158,75,Avenue Jean Vinatier,19700.0,Seilhac,Ecole maternelle de Seilhac,Nouvelle-Aquitaine,1699.0,2016,LIMOGES
0210535T,47.3524041095477,4.54551707971295,27,Village Thorey,21350.0,Thorey-sous-Charny,Ecole élémentaire RPI,Bourgogne-et-Franche-Comté,169.0,2017,DIJON
0210665J,47.667359999999995,4.2445900000000005,27,Rue des Fossés,21500.0,Rougemont,Ecole de Rougemont,Bourgogne-et-Franche-Comté,170.0,2016,DIJON
0210787S,47.6241674,4.3373194,27,29 rue Marceau,21500.0,Montbard,Ecole maternelle Jules Ferry,Bourgogne-et-Franche-Comté,5394.0,2016,DIJON
0211008G,47.08379,4.62134,27,Rue de l'Eglise,21360.0,Écutigny,Ecole d'Écutigny,Bourgogne-et-Franche-Comté,99.0,2017,DIJON
