school_code,lat,lon,region_code,address,postal_code,town,name,region,pop_count,closed,Académie
0240556Z,45.570555600000006,0.5613889,75,Route d'Angouleme,24300.0,Javerlhac-et-la-Chapelle-Saint-Robert,Ecole primaire de Javerlhac-et-la-Chapelle-Saint-Robert,Nouvelle-Aquitaine,876.0,2016,BORDEAUX
0641049T,43.2957547,-0.36856679999999997,75,29 rue Mozart,64000.0,Pau,Ecole maternelle Marancy,Nouvelle-Aquitaine,77575.0,2017,BORDEAUX
0080449V,49.4021636,4.70952028242988,44,16 rue Désiré Guelliot,8400.0,Vouziers,Ecole primaire Hippolyte Taine,Grand-Est,4019.0,2016,REIMS
0080554J,49.4251987,4.125623200000001,44,Rue principale,8190.0,Houdilcourt,Ecole primaire de Houdilcourt,Grand-Est,149.0,2016,REIMS
0080596E,49.88562,4.3890400000000005,44,22 Grande rue,8260.0,Éteignières,Ecole primaire d'Éteignières,Grand-Est,534.0,2016,REIMS
0240868N,44.98572539999999,0.7219503,75,La Pisserotte,24380.0,Saint-Michel-de-Villadeix,Ecole élémentaire de Saint-Michel-de-Villadeix,Nouvelle-Aquitaine,317.0,2016,BORDEAUX
0240963S,44.74607125,0.975186732678294,75,20 rue des écoles,24170.0,Belvès,Ecole de Belvès,Nouvelle-Aquitaine,1383.0,2016,BORDEAUX
0240972B,44.769516700000004,0.7526427698362429,75,2 place de 8 Mai 1945,24440.0,Beaumont-du-Périgord,Ecole maternelle Saint-Exupéry,Nouvelle-Aquitaine,1090.0,2016,BORDEAUX
0241049K,45.1724869,0.7650347839958431,75,Rue Louis Lescure,24750.0,Boulazac,Ecole maternelle Yves Peron,Nouvelle-Aquitaine,6851.0,2016,BORDEAUX
0241094J,45.17838205,0.8204095174289671,75,Le bourg,24330.0,Bassillac,Ecole maternelle de Bassillac,Nouvelle-Aquitaine,1786.0,2017,BORDEAUX
0370567R,47.170289430962704,0.24386412314186498,24,Rue de la Mairie,37500.0,Candes-Saint-Martin,Ecole primaire de Candes-Saint-Martin,Centre-Val-de-Loire,229.0,2017,ORLEANS-TOURS
0460382R,44.4917756,1.0858997,76,Le bourg,46700.0,Vire-sur-Lot,Ecole primaire de Vire-sur-Lot,Occitanie,376.0,2017,TOULOUSE
0460649F,44.4495,1.4364999,76,Place de l'Ecole,46000.0,Cahors,Ecole maternelle Begoux,Occitanie,19616.0,2017,TOULOUSE
0141560V,49.182800799999995,-0.3690815,28,60 place Champlain,14000.0,Caen,Ecole maternelle Nicolas Copernic,Normandie,107229.0,2017,CAEN
0100194G,48.3185478,4.0413095000000006,44,2 rue Ferdinand Buisson,10600.0,La Chapelle-Saint-Luc,Ecole maternelle Ferdinand Buisson,Grand-Est,12634.0,2017,REIMS
0100768F,48.39418010000001,4.5268522,44,30 rue de l'Ecole militaire,10500.0,Brienne-le-Château,Ecole maternelle Jean de la Fontaine,Grand-Est,2950.0,2016,REIMS
0100814F,48.6700396,4.2005817,44,12 rue des Tonnelles,10230.0,Mailly-le-Camp,Ecole maternelle de Mailly-le-Camp,Grand-Est,1712.0,2016,REIMS
0101080V,48.4458161,4.5804014,44,10 rue de l'Ecole,10500.0,Vallentigny,Ecole maternelle de Vallentigny,Grand-Est,182.0,2016,REIMS
0570973Y,49.2984278,6.054280400000001,44,23 rue des Près,57700.0,Ranguevaux,Ecole maternelle de l'Etang,Grand-Est,791.0,2017,NANCY-METZ
0120428A,44.4835,2.25886,76,Le bourg,12220.0,Lugan,Ecole de Lugan,Occitanie,343.0,2017,TOULOUSE
0591758R,50.6767018,3.1043032000000004,32,80 rue Robert Schuman,59700.0,Marcq-en-Barœul,Ecole maternelle Desrousseaux,Hauts-de-France,39392.0,2017,LILLE
0180442H,46.6934875,2.5236259999999997,24,6 rue Domaine,18200.0,Drevant,Ecole élémentaire de Drevant,Centre-Val-de-Loire,565.0,2016,ORLEANS-TOURS
0180813L,47.1462117,2.2214381000000003,24,55 rue Victor Hugo,18500.0,Mehun-sur-Yèvre,Ecole maternelle Jean de la Fontaine,Centre-Val-de-Loire,6804.0,2016,ORLEANS-TOURS
0195040A,45.046991399999996,2.0085655,75,Le bourg,19430.0,Sexcles,Ecole élémentaire de Sexcles,Nouvelle-Aquitaine,231.0,2017,LIMOGES
0210593F,47.277517700000004,4.2306919999999995,27,2 place Monge,21210.0,Saulieu,Ecole élémentaire Monge,Bourgogne-et-Franche-Comté,2490.0,2016,DIJON
0210874L,47.2841003,5.057479799999999,27,1 bis rue Colonel Fonck,21600.0,Longvic,Ecole maternelle Valentin,Bourgogne-et-Franche-Comté,8981.0,2016,DIJON
0211752R,47.0534609,5.2770421999999995,27,13 rue Bossuet,21170.0,Franxault,Ecole maternelle RPI,Bourgogne-et-Franche-Comté,449.0,2016,DIJON
0594341Y,50.1250142,3.6913023000000003,32,23 rue Jules Ferry,59550.0,Landrecies,Ecole maternelle du Grand Parc,Hauts-de-France,3487.0,2017,LILLE
0650294S,43.06582120000001,0.1530914,76,12 rue Hount Blanque,65200.0,Bagnères-de-Bigorre,Ecole élémentaire Jules Ferry,Occitanie,7633.0,2017,TOULOUSE
0130888V,43.2874985714814,5.36069019065576,93,3 impasse de la Gavelière,13007.0,Marseille,Ecole maternelle Marius Thomas,Provence-Alpes-Côte-d'Azur,35262.0,2016,AIX-MARSEILLE
0420654H,45.4401467,4.3873058,84,81 rue de la Jomayère,42100.0,Saint-Étienne,Ecole maternelle Jomayère,Auvergne-et-Rhône-Alpes,172023.0,2017,LYON
0650748K,43.1831715,-0.0268132,76,18 Rue Georges Clémenceau,65380.0,Ossun,Ecole élémentaire Paul Guth,Occitanie,2314.0,2017,TOULOUSE
0650850W,43.12522979999999,0.384241,76,346 rue Pasteur,65300.0,Lannemezan,Ecole élémentaire Paul Bert Paul Baratgin,Occitanie,5940.0,2017,TOULOUSE
0710791Z,46.2914780382876,4.0583295683687695,27,Le bourg,71110.0,Céron,Ecole élémentaire de Céron,Bourgogne-et-Franche-Comté,281.0,2017,DIJON
0711274Z,46.8540616,5.1751176,27,22 Grande rue,71310.0,Saint-Bonnet-en-Bresse,Ecole de Saint-Bonnet-en-Bresse,Bourgogne-et-Franche-Comté,475.0,2016,DIJON
0711367A,46.64134620000001,4.3717516,27,11 rue Pasteur,71230.0,Saint-Vallier,Ecole maternelle Pasteur,Bourgogne-et-Franche-Comté,8824.0,2016,DIJON
0670301N,48.6919519,7.886425599999999,44,3 chemin des écoliers,67760.0,Gambsheim,Ecole maternelle Le Verger,Grand-Est,4615.0,2017,STRASBOURG
0140766G,49.2412693,-0.2255993,28,Route de Sallenelles,14860.0,Bréville-les-Monts,Ecole de Bréville-les-Monts,Normandie,651.0,2016,CAEN
0140911P,49.2505283,0.1331312,28,Le bourg,14130.0,Clarbec,Ecole élémentaire de Clarbec,Normandie,380.0,2016,CAEN
0700938P,47.6197251,6.1545239,27,5 rue de Barboilloz,70000.0,Vesoul,Ecole maternelle Le Grand Gresil,Bourgogne-et-Franche-Comté,15473.0,2017,BESANCON
0141538W,49.1705071,-0.41290879999999996,28,2 place de l'Eglise,14760.0,Bretteville-sur-Odon,Ecole maternelle de Bretteville-sur-Odon,Normandie,3894.0,2017,CAEN
0141670P,49.2747222,0.15222220000000003,28,Le bourg,14130.0,Reux,Ecole maternelle de Reux,Normandie,402.0,2016,CAEN
0141673T,49.3941667,0.2966667,28,Le bourg,14600.0,Ablon,Ecole maternelle d'Ablon,Normandie,1211.0,2016,CAEN
0141675V,49.156538299999994,-0.3937312,28,Place du marché,14111.0,Louvigny,Ecole maternelle Pauline Kergomard,Normandie,2766.0,2016,CAEN
0141995T,48.9187667,-0.21404650000000003,28,Chemin des écoles,14700.0,Aubigny,Ecole maternelle d'Aubigny,Normandie,290.0,2016,CAEN
0160195A,45.336127600000005,0.2232607,75,Le bourg,16390.0,Montignac-le-Coq,Ecole élémentaire de Montignac-le-Coq,Nouvelle-Aquitaine,132.0,2017,POITIERS
0160256S,45.6677249,0.16711289999999998,75,153 Route de Paris Le Pontouvre,16160.0,Gond-Pontouvre,Ecole maternelle Charles Perrault,Nouvelle-Aquitaine,5883.0,2016,POITIERS
0710989P,46.7890718,4.6769169999999995,27,Cidex 106,71640.0,Barizey,Ecole élémentaire de Barizey,Bourgogne-et-Franche-Comté,130.0,2017,DIJON
0320200U,43.6326723,0.2137618,76,Le village,32320.0,Peyrusse-Grande,Ecole maternelle Empu Peyrusse Grande,Occitanie,157.0,2017,TOULOUSE
0160625T,45.67292335,0.411893604131535,75,Le bourg,16220.0,Vilhonneur,Ecole élémentaire de Vilhonneur,Nouvelle-Aquitaine,371.0,2016,POITIERS
0161068Z,45.5534902,0.12393019999999999,75,34 avenue 24 aoE»t 1944,16440.0,Mouthiers-sur-Boëme,Ecole maternelle Les Tilleuls,Nouvelle-Aquitaine,2493.0,2016,POITIERS
0170196W,46.03771629999999,-0.6302566,75,Le Treuil Mureau,17380.0,Puyrolland,Ecole élémentaire de Puyrolland,Nouvelle-Aquitaine,185.0,2016,POITIERS
0680681W,47.5863563,7.2533811,44,6 rue des écoles,68560.0,Hirsingue,Ecole maternelle l'Envol,Grand-Est,2202.0,2017,STRASBOURG
9740260P,-21.167769399999997,55.2881932,4,32 rue Adrien Lagourgue,97436.0,Saint-Leu,Ecole élémentaire Piton St-Leu grouPe B,La-Réunion,33154.0,2017,LA REUNION
9740433C,-20.9042845,55.606119299999996,4,239 rue Louis Hoareau,97441.0,Sainte-Suzanne,Ecole élémentaire publique Bagatelle,La-Réunion,22209.0,2017,LA REUNION
0420657L,45.4401467,4.3873058,84,22 rue Descours,42000.0,Saint-Étienne,Ecole maternelle Descours,Auvergne-et-Rhône-Alpes,172023.0,2017,LYON
0420900A,45.4536,4.75322,84,Le bourg,42410.0,Vérin,Ecole maternelle Le Bourg,Auvergne-et-Rhône-Alpes,683.0,2017,LYON
0950533N,48.9891693,2.3197111,11,Avenue 1ère Armée Française,95160.0,Montmorency,Ecole maternelle Ferdinand Buisson,Île-de-France,20796.0,2017,VERSAILLES
0940394T,48.76302379999999,2.4093664,11,29 rue Albert 1er,94600.0,Choisy-le-Roi,Ecole maternelle Paul Langevin,Île-de-France,42769.0,2017,CRETEIL
0941548X,48.8490721,2.4749347000000004,11,2 rue Edouard Vaillant,94120.0,Fontenay-sous-Bois,Ecole maternelle Edouard Vaillant 2,Île-de-France,53124.0,2017,CRETEIL
0380442Z,45.1437,5.71927,84,13 rue Manouchian,38130.0,Échirolles,Ecole maternelle Paul Langevin 1,Auvergne-et-Rhône-Alpes,35684.0,2017,GRENOBLE
0810839X,43.9875724,2.1383353,76,Avenue Jean Jaurès,81130.0,Cagnac-les-Mines,Ecole maternelle Jean Jaurès,Occitanie,2353.0,2017,TOULOUSE
0820768P,43.9675,1.5852778,76,Place de la Gendarmerie,82230.0,Monclar-de-Quercy,Ecole maternelle la Rose des vents,Occitanie,1914.0,2017,TOULOUSE
0400833N,43.8911318,-0.500972,75,5 rue Louis Barthou,40000.0,Mont-de-Marsan,Ecole maternelle Pegle,Nouvelle-Aquitaine,31334.0,2017,BORDEAUX
0641039G,43.2957547,-0.36856679999999997,75,3 bis rue Bonado,64000.0,Pau,Ecole maternelle Maréchal Bosquet,Nouvelle-Aquitaine,77575.0,2016,BORDEAUX
0650563J,43.1731794,0.25471170000000004,76,30 chemin Cami Dera Mignouna,65190.0,Ozon,Ecole élémentaire d'Ozon,Occitanie,286.0,2017,TOULOUSE
0650603C,43.12522979999999,0.384241,76,474 boulevard des Tilleuls,65300.0,Lannemezan,Ecole maternelle Bourtoulets,Occitanie,5940.0,2017,TOULOUSE
0781217Z,48.8035403,2.1266886,11,18 rue Jean de la Bruyère,78000.0,Versailles,Ecole maternelle la Farandole,Île-de-France,85272.0,2016,VERSAILLES
0782252Z,48.8976716,2.1026594,11,2 allée de Normandie,78230.0,Le Pecq,Ecole maternelle Maréchal Leclerc,Île-de-France,16237.0,2017,VERSAILLES
0782334N,48.821447799999994,1.9871825,11,1 rue Tristan Bernard,78340.0,Les Clayes-sous-Bois,Ecole maternelle Nouveau Cottage,Île-de-France,17735.0,2017,VERSAILLES
0783080Z,48.799708,2.0672137999999998,11,54 rue du Docteur Vaillant,78210.0,Saint-Cyr-l'École,Ecole maternelle Paul Langevin,Île-de-France,18089.0,2017,VERSAILLES
0783368M,48.972460399999996,1.9830623,11,8 impasse des Ormes,78540.0,Vernouillet,Ecole maternelle Tom Pouce,Île-de-France,9698.0,2017,VERSAILLES
0624299L,50.0822866,2.7908385,32,Impasse de l'Eglise,62450.0,Warlencourt-Eaucourt,Ecole élémentaire RPI 96,Hauts-de-France,160.0,2016,LILLE
0731216A,45.5662672,5.9203636,84,Rue du Talweg,73000.0,Chambéry,Ecole maternelle Pablo Neruda,Auvergne-et-Rhône-Alpes,58653.0,2016,GRENOBLE
0710727E,46.796949299343794,4.84281726174242,27,1 rue des Pierres,71400.0,Autun,Ecole élémentaire Chancelier Rolin,Bourgogne-et-Franche-Comté,13863.0,2016,DIJON
0710794C,46.2456386,4.0114577,27,Le bourg,71110.0,Artaix,Ecole d'Artaix,Bourgogne-et-Franche-Comté,339.0,2016,DIJON
0710802L,46.349674,4.2601544,27,Le bourg,71800.0,Saint-Germain-en-Brionnais,Ecole élémentaire de Saint-Germain-en-Brionnais,Bourgogne-et-Franche-Comté,197.0,2016,DIJON
0710996X,46.9040729,4.481756099999999,27,Rue du Général de Gaulle,71490.0,Saint-Émiland,Ecole de Saint-Émiland,Bourgogne-et-Franche-Comté,335.0,2016,DIJON
0711719H,46.8392713,4.331151599999999,27,Le bourg,71710.0,Saint-Symphorien-de-Marmagne,Ecole maternelle de Saint-Symphorien-de-Marmagne,Bourgogne-et-Franche-Comté,847.0,2016,DIJON
0710177G,46.435311,4.2743162,27,26 rue Champagny,71120.0,Charolles,Ecole maternelle Marguerite Bouzereau,Bourgogne-et-Franche-Comté,2757.0,2017,DIJON
0800437R,49.909153623920005,2.92662674782354,32,43 chaussée Brunehaut,80200.0,Estrées-Deniécourt,Ecole maternelle d'Estrées-Deniécourt,Hauts-de-France,346.0,2016,AMIENS
0800447B,49.909153623920005,2.92662674782354,32,1 rue de Marcaille,80200.0,Soyécourt,Ecole primaire de Soyécourt,Hauts-de-France,169.0,2016,AMIENS
0800819F,50.106083500000004,1.8337028999999998,32,24 place du Pont des Près,80100.0,Abbeville,Ecole maternelle Pont des Près,Hauts-de-France,23821.0,2016,AMIENS
0800821H,50.106083500000004,1.8337028999999998,32,24 rue Phileas Lebesgue,80100.0,Abbeville,Ecole maternelle faubourg du Bois Chaufour,Hauts-de-France,23821.0,2016,AMIENS
0801177V,49.900582799999995,2.3216924999999997,32,Rue Baudrez,80136.0,Rivery,Ecole primaire Jean Cayeux,Hauts-de-France,3437.0,2016,AMIENS
0801785F,49.992824299999995,1.8768544999999999,32,2 rue Defarcy,80490.0,Hallencourt,Ecole maternelle d'Hallencourt,Hauts-de-France,1374.0,2016,AMIENS
0810295F,44.0301194,2.1323326000000002,76,Rue Ferdinand Cassan,81400.0,Blaye-les-Mines,Ecole maternelle Fernand Cassan,Occitanie,3073.0,2016,TOULOUSE
0601888B,49.336708,2.1486811,32,48 Grande rue,60430.0,Hodenc-l'Évêque,Ecole élémentaire de Hodenc-l'Évêque,Hauts-de-France,246.0,2017,AMIENS
0620423Y,50.70513629999999,2.1217900000000003,32,Rue Marie Curie,62380.0,Lumbres,Ecole maternelle Marie Curie,Hauts-de-France,3801.0,2017,LILLE
0610084K,48.4484342,0.7798020135619479,28,23 bis rue Marcel Louvel,61110.0,Rémalard,Ecole maternelle Les Comptines,Normandie,1212.0,2016,CAEN
0610227R,48.4520099484466,0.0712042991394307,28,Le bourg,61250.0,Neuilly-le-Bisson,Ecole élémentaire de Neuilly-le-Bisson,Normandie,313.0,2016,CAEN
0610480R,48.83260315543261,0.501641527394375,28,5 place de Mairie,61550.0,Glos-la-Ferrière,Ecole de Glos-la-Ferrière,Normandie,544.0,2016,CAEN
0611003J,48.7651713,0.6278039000000001,28,Rue Clémence Gibory,61300.0,L'Aigle,Ecole maternelle Moulin E  Vent,Normandie,7983.0,2016,CAEN
0880589M,48.2537,5.9983,44,181 Grande rue,88800.0,Domjulien,Ecole primaire de Domjulien,Grand-Est,188.0,2017,NANCY-METZ
0880746H,48.2672201,6.488870200000001,44,95 rue de l'école,88150.0,Bayecourt,Ecole primaire de Bayecourt,Grand-Est,271.0,2017,NANCY-METZ
0761569T,49.7577729,0.374891,28,248 avenue Jean Lorrain,76400.0,Fécamp,Ecole maternelle Jean Lorrain,Normandie,19381.0,2016,ROUEN
0762359B,49.531383500000004,0.23867399999999997,28,Rue de la Forge,76290.0,Saint-Martin-du-Manoir,Ecole maternelle du Point du jour,Normandie,1539.0,2017,ROUEN
0890181N,47.3857699,4.0476536,27,14 rue de l'Eglise,89630.0,Saint-Léger-Vauban,Ecole de Saint-Léger-Vauban,Bourgogne-et-Franche-Comté,387.0,2017,DIJON
0802044M,50.0656325,1.3889703000000002,32,Avenue P. et M. Curie,80350.0,Mers-les-Bains,Ecole maternelle de Mers-les-Bains,Hauts-de-France,2867.0,2017,AMIENS
0810172X,43.4302,2.16882,76,15 rue de l'Eglise,81110.0,Arfons,Ecole d'Arfons,Occitanie,177.0,2017,TOULOUSE
0624297J,50.571375,2.1741874,32,4 rue Bomy,62560.0,Reclinghem,Ecole élémentaire de Reclinghem,Hauts-de-France,236.0,2017,LILLE
0900343J,47.6029643,6.8682683,27,Hameau de l'Assise,90400.0,Andelnans,Ecole maternelle Le Grand Bois Andelnans,Bourgogne-et-Franche-Comté,1228.0,2017,BESANCON
0910119K,48.3463691,2.16588,11,2 place de la Mairie,91150.0,Abbéville-la-Rivière,Ecole élémentaire d'Abbéville-la-Rivière,Île-de-France,296.0,2017,VERSAILLES
0771796J,48.5590252,2.6824060000000003,11,Route de trois Moulins,77950.0,Rubelles,Ecole maternelle de Rubelles,Île-de-France,2012.0,2017,CRETEIL
0781560X,48.7709414,2.0706084,11,2 rue de Valmy,78280.0,Guyancourt,Ecole maternelle Eugénie Cotton,Île-de-France,27546.0,2017,VERSAILLES
0672619H,48.4238894,7.450833199999999,44,Rue Jungholz,67140.0,Heiligenstein,Ecole maternelle de Heiligenstein,Grand-Est,959.0,2017,STRASBOURG
0790106L,46.6481266,-0.24726869999999998,75,1 rue Mélusine,79200.0,Parthenay,Ecole Montgazon,Nouvelle-Aquitaine,10204.0,2017,POITIERS
0600233C,49.4669473,1.8971509999999998,32,1 rue de Monceaux,60650.0,Hodenc-en-Bray,Ecole élémentaire de Hodenc-en-Bray,Hauts-de-France,497.0,2017,AMIENS
0631699E,45.753974,3.0865394,84,390 rue du Champclos,63110.0,Beaumont,Ecole maternelle Le Masage,Auvergne-et-Rhône-Alpes,10926.0,2017,CLERMONT-FERRAND
0600153R,49.223176200000005,1.9468289,32,Chemin Fontaine Saint-Clair,60240.0,Tourly,Ecole élémentaire de Tourly,Hauts-de-France,176.0,2017,AMIENS
0600327E,49.2581737,2.8539068,32,16 bis rue Ruegg,60800.0,Séry-Magneval,Ecole élémentaire de Séry-Magneval,Hauts-de-France,289.0,2017,AMIENS
0573332M,48.65358,7.2368372999999995,44,1 rue des écoles,57850.0,Dabo,Ecole élémentaire Schaeferhof,Grand-Est,2605.0,2017,NANCY-METZ
0660670V,42.7100287,2.8456715,76,56 avenue de Baixas,66240.0,Saint-Estève,Ecole primaire Victor Hugo,Occitanie,11846.0,2017,MONTPELLIER
0800443X,49.824270399999996,2.7654259,32,20 place Henri Sy,80320.0,Lihons,Ecole primaire de Lihons,Hauts-de-France,392.0,2017,AMIENS
0580938E,47.1804171695358,3.33634881664923,27,Le bourg,58700.0,Beaumont-la-Ferrière,Ecole élémentaire de Beaumont-la-Ferrière,Bourgogne-et-Franche-Comté,124.0,2017,DIJON
0591003V,50.7653265,3.0066319,32,20 rue de la Victoire,59560.0,Comines,Ecole maternelle Georges Brassens,Hauts-de-France,12564.0,2017,LILLE
0650497M,43.12522979999999,0.384241,76,Rue de la Lande de Boc,65300.0,Lannemezan,Ecole élémentaire Le Guerissa,Occitanie,5940.0,2017,TOULOUSE
0880753R,48.2860794,6.4713441,44,2 Grande rue,88330.0,Domèvre-sur-Durbion,Ecole de Domèvre-sur-Durbion,Grand-Est,290.0,2017,NANCY-METZ
0881537T,48.406984,6.8437227,44,Rue du 8 Mai 1945,88110.0,Raon-l'Étape,Ecole primaire Louis Madelin,Grand-Est,6422.0,2017,NANCY-METZ
0881688G,48.300530200000004,6.1312974,44,63 rue du Docteur Cabasse,88500.0,Mirecourt,Ecole primaire Joseph Bey,Grand-Est,5598.0,2017,NANCY-METZ
0890099Z,47.5347,3.8865800000000004,27,14 rue Saint-Marcel,89200.0,Annay-la-Côte,Ecole d'Annay-la-Côte,Bourgogne-et-Franche-Comté,340.0,2017,DIJON
0801127R,49.774968900000005,1.9818506,32,7 Rue Benjamin d'Hardivillers,80290.0,Poix-de-Picardie,Ecole primaire Les Samares,Hauts-de-France,2395.0,2017,AMIENS
0810267A,43.7685112,2.2589104,76,Le bourg,81120.0,Mont-Roc,Ecole primaire de Mont-Roc,Occitanie,188.0,2017,TOULOUSE
0860299H,46.2358775,0.6861455,75,3 avenue Jean Augry,86150.0,L'Isle-Jourdain,Ecole maternelle Marc Chagall,Nouvelle-Aquitaine,8012.0,2017,POITIERS
0540374N,48.8416054,6.0683191,44,2 rue Jules Ferry,54380.0,Dieulouard,Ecole maternelle Jean de la Fontaine,Grand-Est,4572.0,2017,NANCY-METZ
0541794G,48.575668,5.8513897,44,1 place de l'église,54113.0,Bulligny,Ecole de Bulligny,Grand-Est,475.0,2017,NANCY-METZ
0762722W,49.9568229,1.2218919,28,Rue des Papillons,76370.0,Saint-Martin-en-Campagne,Ecole maternelle Georges Brassens,Normandie,1256.0,2017,ROUEN
0861087P,46.7638945,0.48237340000000006,75,13 rue du 19 Mars 1962,86530.0,Naintré,Ecole maternelle Le Crepin,Nouvelle-Aquitaine,5850.0,2017,POITIERS
0910604M,48.71445870000001,2.2453842,11,4 rue des écoles,91120.0,Palaiseau,Ecole maternelle Joseph Bara,Île-de-France,31264.0,2017,VERSAILLES
0911466Z,48.4577346,2.1388602000000003,11,Rue des Ruelles,91150.0,Brières-les-Scellés,Ecole maternelle Le Village,Île-de-France,1161.0,2017,VERSAILLES
0610987S,48.641358600000004,0.749490944862018,28,Place Georges Pompidou,61190.0,Saint-Maurice-lès-Charencey,Ecole de Saint-Maurice-lès-Charencey,Normandie,536.0,2017,CAEN
0920269T,48.8356649,2.240206,11,29 avenue Pierre Grenier,92100.0,Boulogne-Billancourt,Ecole élémentaire Pierre Grenier,Île-de-France,116794.0,2017,VERSAILLES
9740030P,-21.000609899999997,55.2771585,4,9 rue Claude de Sigoyer,97460.0,Saint-Paul,Ecole maternelle Paille En Queue,La-Réunion,104332.0,2017,LA REUNION
0911317M,48.680558700000006,2.1690093,11,Place du Quercy,91940.0,Les Ulis,Ecole maternelle Les Avelines Groupe 1,Île-de-France,24914.0,2017,VERSAILLES
0770844Z,48.737539,2.951462,11,Place de la Mairie d'Ormeaux,77540.0,Lumigny-Nesles-Ormeaux,Ecole élémentaire Ormeaux,Île-de-France,1543.0,2017,CRETEIL
0771375B,48.8773018,2.7056056,11,19 rue Louis Blériot,77400.0,Lagny-sur-Marne,Ecole maternelle Orly-Parc,Île-de-France,20718.0,2017,CRETEIL
0020228M,49.0483038718163,3.3980128176417406,32,3 place de la Mairie,2400.0,Chartèves,Ecole élémentaire de Chartèves,Hauts-de-France,353.0,2017,AMIENS
0020374W,49.0864834,3.5528175,32,4 rue Pasteur,2850.0,Barzy-sur-Marne,Ecole élémentaire de Barzy-sur-Marne,Hauts-de-France,385.0,2017,AMIENS
0020871L,49.84861110000001,3.2863888,32,88 rue Henri Dunant,2100.0,Saint-Quentin,Ecole maternelle Groupe scolaire François Collery,Hauts-de-France,55698.0,2017,AMIENS
0021036R,49.2721699766556,3.12652514777423,32,3 rue du Bois d'Ouvret,2600.0,Louâtre,Ecole élémentaire de Louâtre,Hauts-de-France,205.0,2016,AMIENS
0021842S,49.5151,3.83985,32,14 rue des Annois,2820.0,Saint-Erme-Outre-et-Ramecourt,Ecole maternelle de Saint-Erme-Outre-et-Ramecourt,Hauts-de-France,1883.0,2016,AMIENS
0061803C,43.8119541,7.3146204,93,Rue Honoré Passeron,6390.0,Contes,Ecole maternelle Ricolfi 2,Provence-Alpes-Côte-d'Azur,7279.0,2017,NICE
0070337D,44.5493789,4.6829629,84,42 boulevard Pasteur,7400.0,Le Teil,Ecole élémentaire Teillaret,Auvergne-et-Rhône-Alpes,8292.0,2017,GRENOBLE
0071129P,44.8529331,4.3516535,84,Le village,7160.0,Dornas,Ecole primaire de Dornas,Auvergne-et-Rhône-Alpes,243.0,2016,GRENOBLE
0080488M,49.50914470000001,4.3666467,44,1 rue Maurice Ravel,8300.0,Rethel,Ecole maternelle Camille Lassaux,Grand-Est,7730.0,2016,REIMS
0080547B,49.4560072,4.0843034,44,6 place de l'Abbé Haguenin,8190.0,Avaux,Ecole primaire d'Avaux,Grand-Est,439.0,2016,REIMS
0030843A,46.5660526,3.3331703,84,37 rue du Docteur Denis,3000.0,Moulins,Ecole maternelle Les Mimosas,Auvergne-et-Rhône-Alpes,19474.0,2016,CLERMONT-FERRAND
0030949R,46.5606,3.2911300000000003,84,Le bourg,3000.0,Neuvy,Ecole maternelle de Neuvy,Auvergne-et-Rhône-Alpes,1557.0,2016,CLERMONT-FERRAND
0031026Z,46.3802795,3.5928142,84,6 rue Couzenottes,3220.0,Jaligny-sur-Besbre,Ecole maternelle de Jaligny-sur-Besbre,Auvergne-et-Rhône-Alpes,598.0,2017,CLERMONT-FERRAND
0040205B,43.8338026,5.7826657,93,Boulevard des Tilleuls,4100.0,Manosque,Ecole maternelle Les Tilleuls,Provence-Alpes-Côte-d'Azur,22412.0,2016,AIX-MARSEILLE
9710239H,16.3316709,-61.3476233,1,2 rue des écoliers,97160.0,Le Moule,Ecole primaire Gaston Calmet,Guadeloupe,22456.0,2017,GUADELOUPE
0050154R,44.561197799999995,6.0820018,93,16 rue Jean Macé,5000.0,Gap,Ecole maternelle Puymaure,Provence-Alpes-Côte-d'Azur,40255.0,2017,AIX-MARSEILLE
0060122A,43.5836,7.10905,93,5 rue Lacan,6600.0,Antibes,Ecole maternelle Doumer,Provence-Alpes-Côte-d'Azur,75456.0,2017,NICE
9710313N,15.976743300000003,-61.6441603,1,Le bourg,97114.0,Trois-Rivières,Ecole primaire Bourg 1,Guadeloupe,8578.0,2017,GUADELOUPE
0061289U,43.7846,7.18785,93,Rue des Arbousiers,6510.0,Carros,Ecole primaire Eluard,Provence-Alpes-Côte-d'Azur,11756.0,2017,NICE
0941489H,48.8490721,2.4749347000000004,11,2 rue Edouard Vaillant,94120.0,Fontenay-sous-Bois,Ecole maternelle Edouard Vaillant 1,Île-de-France,53124.0,2017,CRETEIL
0950395N,49.1658092,2.0013435,11,15 Grande rue,95640.0,Le Heaulme,Ecole du Heaulme,Île-de-France,200.0,2017,VERSAILLES
0890384J,47.7821588,3.2120077,27,Rue Guillemot,89130.0,Villiers-Saint-Benoît,Ecole de Villiers-Saint-Benoît,Bourgogne-et-Franche-Comté,511.0,2016,DIJON
0890948X,47.9642268,3.4843747000000005,27,16 bis rue Georges Varenne,89400.0,Laroche-Saint-Cydroine,Ecole maternelle de Laroche-Saint-Cydroine,Bourgogne-et-Franche-Comté,1266.0,2016,DIJON
0891250A,47.796128700000004,3.570579,27,15 rue de la Tour d'Auvergne,89000.0,Auxerre,Ecole maternelle d'application Rosoirs,Bourgogne-et-Franche-Comté,34869.0,2016,DIJON
