2015-2016	2016-2017	2017-2018	Académie	Adresse	Appellation officielle	Code département	Code postal	Commune	Département	Etat établissement	Latitude	Lieu dit	Longitude	Nombre d'élèves 2015-2016	Nombre d'élèves 2016-2017	Nombre d'élèves 2017-2018	Numéro d'école	Patronyme uai	Secteur d'enseignement	code région	libellé région
yes	no	no	DIJON	Rue Guillemot	Ecole de Villiers-Saint-Benoît 		89130	Villiers-Saint-Benoît						14.0			0890384J		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	16 bis rue Georges Varenne	Ecole maternelle de Laroche-Saint-Cydroine 		89400	Laroche-Saint-Cydroine						17.0			0890948X		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	15 rue de la Tour d'Auvergne	Ecole maternelle d'application Rosoirs 		89000	Auxerre						94.0			0891250A		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	VERSAILLES	4 allée des Eguerets	Ecole maternelle Les Eguerets 		95280	Jouy-le-Moutier						106.0			0951452M		PUBLIC	11	Île-de-France
yes	no	no	MARTINIQUE	110 avenue Abbé Lavigne	Ecole élémentaire Solange Londas 		97200	Fort-de-France						143.0			9720169B		PUBLIC	2	Martinique
yes	yes	no	MARTINIQUE	Rue Victor Hugo	Ecole élémentaire Saint-Pierre A 		97250	Saint-Pierre						90.0	84.0		9720318N		PUBLIC	2	Martinique
yes	yes	no	LILLE	Rue Alfred de Musset	Ecole maternelle George Sand 		59139	Wattignies						116.0	108.0		0594245U		PUBLIC	32	Hauts-de-France
yes	yes	no	VERSAILLES	Rue du Morvan	Ecole maternelle Les Avelines Groupe 3 		91940	Les Ulis						72.0	74.0		0911589H		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	Place de la Mairie	Ecole maternelle Le Clos En Herbe 		91840	Soisy-sur-École						50.0	37.0		0911689S		PUBLIC	11	Île-de-France
yes	no	no	LILLE	Cité des Deux Synthe	Ecole primaire des Deux Synthe 		59760	Grande-Synthe						28.0			0591278U		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	Boulevard Vauban	Ecole primaire Maurice Careme 		59550	Landrecies						108.0	106.0		0591494D		PUBLIC	32	Hauts-de-France
yes	yes	no	VERSAILLES	1 rue Gambetta	Ecole maternelle Gambetta 		92170	Vanves						134.0	122.0		0920499T		PUBLIC	11	Île-de-France
yes	yes	no	NANCY-METZ	6 rue du Château	Ecole élémentaire de Bassing 		57260	Bassing						14.0	12.0		0571417F		PUBLIC	44	Grand-Est
yes	yes	no	LILLE	50 rue du Docteur Maréchal	Ecole primaire Jean-Michel Dujardin Niv 1 		59270	Merris						41.0	84.0		0591849P		PUBLIC	32	Hauts-de-France
yes	no	no	LILLE	54 rue de la Paix	Ecole primaire Niv 1 Pierre-Gilles de Gennes 		59165	Auberchicourt						105.0			0593521G		PUBLIC	32	Hauts-de-France
yes	yes	no	NANTES	7 rue Maurice Duveau	Ecole Maurice Duveau 		49700	Doué-la-Fontaine						122.0	104.0		0490440M		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	NANTES	34 rue du Dolmen	Ecole maternelle Pauline Kergomard 		49400	Saumur						76.0	77.0		0490936B		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	DIJON	Le bourg	Ecole de Verneuil 		58300	Verneuil						14.0	10.0		0580198A		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	Le bourg	Ecole maternelle de Saint-Aubin-les-Forges 		58130	Saint-Aubin-les-Forges						12.0	12.0		0580934A		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LILLE	24 rue du Capitaine Jasmin	Ecole maternelle Centre 		59133	Phalempin						82.0	78.0		0591042M		PUBLIC	32	Hauts-de-France
yes	yes	no	DIJON	Rue de Lutterbach	Ecole maternelle Antoine Bourdelle 		71300	Montceau-les-Mines						32.0	33.0		0711477V		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	49 rue du Bourg	Ecole maternelle Mireille et Gaston Mallet 		71530	Fragnes						63.0			0711516M		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	NANTES	Route de Montmirail	Ecole primaire RPI Jules Verne 		72320	Saint-Jean-des-Échelles						19.0			0721031E		PUBLIC	52	Pays-de-la-Loire
yes	no	no	ORLEANS-TOURS	10 rue Albert Camus	Ecole maternelle la Pontonnerie 		45120	Châlette-sur-Loing						105.0			0450243V		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ORLEANS-TOURS	2 rue Molière	Ecole maternelle Molière 		45000	Orléans						110.0	111.0		0450249B		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	CAEN	350 rue du Tram	Ecole maternelle Les îles et Les Ailes 		50460	Urville-Nacqueville						72.0	67.0		0501776J		PUBLIC	28	Normandie
yes	yes	no	LILLE	Chemin de la Chapelle	Ecole maternelle Charles Perrault 		59147	Gondecourt						83.0	84.0		0594927K		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	12 rue de Flandre	Ecole maternelle Les jonquilles 		59166	Bousbecque						85.0	78.0		0595076X		PUBLIC	32	Hauts-de-France
yes	no	no	NANTES	ZAC Les Vignes	Ecole primaire Verne 		72600	Mamers						43.0			0721279Z		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	ORLEANS-TOURS	6 rue des écoles	Ecole primaire de Grangermont 		45390	Grangermont						26.0	22.0		0450638Z		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ORLEANS-TOURS	Route de Chatillon/loire	Ecole des Petits 		45500	Autry-le-Châtel						49.0	47.0		0450749V		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	ORLEANS-TOURS	167 rue des écoles	Ecole maternelle de Ménestreau-en-Villette 		45240	Ménestreau-en-Villette						46.0			0451390S		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	TOULOUSE	Le bourg	Ecole maternelle de Saint-Martin-le-Redon 		46700	Saint-Martin-le-Redon						17.0	14.0		0460064V		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le bourg	Ecole primaire de Saint-Vincent-Rive-d'Olt 		46140	Saint-Vincent-Rive-d'Olt						18.0			0460083R		PUBLIC	76	Occitanie
yes	yes	no	NANTES	4 rue du Morvan	Ecole maternelle Voltaire 		49100	Angers						229.0	196.0		0490770W		PUBLIC	52	Pays-de-la-Loire
yes	no	no	LYON	Le Château	Ecole maternelle Le cerf Volant 		69510	Thurins						61.0			0693749A		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	BESANCON	Place de la Mairie	Ecole maternelle d'Anchenoncourt-et-Chazel 		70210	Anchenoncourt-et-Chazel						16.0	19.0		0700108M		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	12 Grande rue	Ecole primaire de Fédry 		70120	Fédry						26.0	15.0		0700385N		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Molières 		46120	Molières						18.0	21.0		0460223T		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Cavagnac 		46110	Cavagnac						36.0	26.0		0460260H		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le bourg	Ecole primaire du Boulvé 		46800	Le Boulvé						11.0			0460427P		PUBLIC	76	Occitanie
yes	yes	no	AMIENS	1 rue de Beauvais	Ecole élémentaire de Fouilloy 		60220	Fouilloy						28.0	22.0		0600837J		PUBLIC	32	Hauts-de-France
yes	yes	no	NANCY-METZ	34 rue Principale	Ecole maternelle de Théding 		57450	Théding						74.0	76.0		0573261K		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	Rue du Stade	Ecole maternelle d'Ennery 		57365	Ennery						105.0	100.0		0572407G		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	2 rue des Jardins	Ecole maternelle la Farandole 		57880	Varsberg						23.0			0572659F		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	37 rue Saint-Pierre	Ecole maternelle Louis Royer 		57935	Luttange						35.0			0572662J		PUBLIC	44	Grand-Est
yes	yes	no	LILLE	1 rue Eleyne	Ecole primaire Les Viviers niveau 1 		59133	Phalempin						95.0	99.0		0591041L		PUBLIC	32	Hauts-de-France
yes	no	no	DIJON	Le bourg	Ecole primaire de Saint-Pierre-du-Mont 		58210	Saint-Pierre-du-Mont						15.0			0580295F		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LILLE	25 rue Carion	Ecole élémentaire Charles Carion 		59330	Hautmont						110.0	107.0		0591351Y		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	9 place Philippe de Girard	Ecole maternelle Gounod 		59800	Lille						99.0	95.0		0591636H		PUBLIC	32	Hauts-de-France
yes	yes	no	NANCY-METZ	14 Grande rue	Ecole élémentaire d'Hablainville 		54120	Hablainville						14.0	19.0		0540494U		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	29 rue de Montigny	Ecole de Merviller 		54120	Merviller						21.0	13.0		0540754B		PUBLIC	44	Grand-Est
yes	no	no	POITIERS	20 boulevard de l'Atlantique	Ecole maternelle Groupe scolaire Jean Zay 		79000	Niort						106.0			0790186Y		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	ROUEN	Rue de Beaumont	Ecole élémentaire Jean de la Fontaine 		76740	Sotteville-sur-Mer						15.0			0761411W		PUBLIC	28	Normandie
yes	no	no	ROUEN	238 Pl de la Presle	Ecole élémentaire de Beaubec-la-Rosière 		76440	Beaubec-la-Rosière						21.0			0761415A		PUBLIC	28	Normandie
yes	no	no	NANTES	Boulevard d'Andigne	Ecole élémentaire groupe scolaire Jean de la Fontaine 		53200	Château-Gontier						143.0			0530910B		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	NANCY-METZ	1 Ruelle de l'Ecole	Ecole élémentaire de Chardogne 		55000	Chardogne						16.0	14.0		0550206A		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	Chemin de Pilviteuil	Ecole maternelle d'application Jean Errard 		55000	Bar-le-Duc						97.0	88.0		0550229A		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	64 Grande rue	Ecole de Demange-aux-Eaux 		55130	Demange-aux-Eaux						41.0	31.0		0550488G		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	Place des Chanoines	Ecole maternelle du Château 		55200	Commercy						72.0	68.0		0550508D		PUBLIC	44	Grand-Est
yes	no	no	ROUEN	69 rue de Soquence	Ecole maternelle Paul et Virginie 		76600	Le Havre						79.0			0762076U		PUBLIC	28	Normandie
yes	yes	no	ROUEN	Avenue Charles de Gaulle	Ecole maternelle Jules collet 		76290	Montivilliers						98.0	87.0		0762146V		PUBLIC	28	Normandie
