2015-2016	2016-2017	2017-2018	Académie	Adresse	Appellation officielle	Code département	Code postal	Commune	Département	Etat établissement	Latitude	Lieu dit	Longitude	Nombre d'élèves 2015-2016	Nombre d'élèves 2016-2017	Nombre d'élèves 2017-2018	Numéro d'école	Patronyme uai	Secteur d'enseignement	code région	libellé région
yes	no	no	DIJON	29 rue Marceau	Ecole maternelle Jules Ferry 		21500	Montbard						31.0			0210787S		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	Rue de l'Eglise	Ecole d'Écutigny 		21360	Écutigny						13.0	12.0		0211008G		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	CAEN	Rue du Xii ème Arrondissement	Ecole maternelle Yves Pouliquen 		50140	Mortain						34.0			0500497U		PUBLIC	28	Normandie
yes	no	no	BESANCON	1 Route des Sapins	Ecole élémentaire d'Équevillon 		39300	Équevillon						17.0			0390290D		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BESANCON	1 place de la Mairie	Ecole élémentaire de Dournon 		39110	Dournon						22.0			0390449B		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BESANCON	5 avenue Aristide Briand	Ecole élémentaire Aristide Briand 		39000	Lons-le-Saunier						199.0			0390509S		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	7 montée de l'Ecole	Ecole de Jeurre 		39360	Jeurre						17.0	17.0		0390684G		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LYON	4 impasse de la Palle	Ecole maternelle Montchovet 		42100	Saint-Étienne						124.0	119.0		0422157S		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	DIJON	40 rue de l'Eglise	Ecole maternelle de Fontaine-Française 		21610	Fontaine-Française						91.0			0211412W		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	1 rue de Lis	Ecole maternelle de Sainte-Marie-la-Blanche 		21200	Sainte-Marie-la-Blanche						23.0			0211728P		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Rue Princesse de Conti	Ecole RPI 		21250	Tichey						21.0			0211912P		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Saint-Projet 		46300	Saint-Projet						28.0	21.0		0460078K		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Fons 		46100	Fons						21.0	24.0		0460313R		PUBLIC	76	Occitanie
yes	no	no	BESANCON	11 rue de Franche-Comté	Ecole maternelle Franche Comté 		39200	Saint-Claude						78.0			0390934D		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	TOULOUSE	Le bourg	Ecole maternelle de Leyme 		46120	Leyme	Lot		44.784570		1.900610	34.0			0460576B		PUBLIC	76	Occitanie
yes	yes	no	CAEN	13 rue de Tinchebray	École maternelle publique Les Petits Lutins		50150	Sourdeval	Manche		48.725030		-0.915560	46.0	51.0		0500892Y		PUBLIC	28	Normandie
yes	no	no	CAEN	Avenue de Normandie	Ecole primaire Amont Quentin 		50100	Cherbourg-Octeville						114.0			0501849N		PUBLIC	28	Normandie
yes	no	no	LILLE	64 rue de la Victoire	Ecole maternelle Louise Michel 		59620	Aulnoye-Aymeries						23.0			0595308Z		PUBLIC	32	Hauts-de-France
yes	no	no	REIMS	22 rue Albert Thomas	Ecole maternelle Jules Ferry 		51100	Reims						59.0			0510576Z		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	2 rue de l'école	Ecole de Bisseuil 		51150	Bisseuil						22.0	14.0		0510968A		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	4 rue de Sezanne	Ecole maternelle de Gaye 		51120	Gaye						27.0	27.0		0511908X		PUBLIC	44	Grand-Est
yes	yes	no	LILLE	Rue du guet	Ecole maternelle de Vendeville 		59175	Vendeville						77.0	71.0		0595764V		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	6 rue Pelée	Ecole élémentaire de Bouconvillers 		60240	Bouconvillers						18.0			0600128N		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	11 rue de la Mairie	Ecole de Montjavoult 		60240	Montjavoult						35.0			0600148K		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	3 place de l'église	Ecole élémentaire d'Antilly 		60620	Antilly						26.0	26.0		0600166E		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	8 rue Cardonnois-Broyes	Ecole élémentaire de Broyes 		60120	Broyes						26.0			0600281E		PUBLIC	32	Hauts-de-France
yes	no	no	GRENOBLE	Le village	Ecole primaire Noël Garidel 		7140	Malbosc						7.0			0070135J		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	42 boulevard Pasteur	Ecole maternelle Teillaret 		7400	Le Teil						25.0	17.0		0070353W		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	Place du Général de Goutel	Ecole maternelle de Sarras 		7370	Sarras						5.0			0071324B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	REIMS	4 rue du Paquis	Ecole de Damouzy 		8090	Damouzy						18.0			0080216S		PUBLIC	44	Grand-Est
yes	no	no	REIMS	3 rue du Tertre	Ecole primaire de Riaucourt 		52000	Riaucourt						23.0			0520619R		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	Rue du Château	Ecole maternelle de Villiers-en-Lieu 		52100	Villiers-en-Lieu						67.0	68.0		0520824N		PUBLIC	44	Grand-Est
yes	no	no	MONTPELLIER	210 rue de la Guesse	Ecole la Guesse 		34160	Castries						176.0			0342061F		PUBLIC	76	Occitanie
yes	yes	no	RENNES	3 allée de l'Ecole	Ecole maternelle Lucie Aubrac 		35131	Pont-Péan						151.0	163.0		0350904T		PUBLIC	53	Bretagne
yes	yes	no	BORDEAUX	Le bourg	Ecole élémentaire de Grateloup-Saint-Gayrand 		47400	Grateloup-Saint-Gayrand						20.0	20.0		0470249R		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	RENNES	1 rue Plessis d'Arradon	Ecole maternelle Les Corallines 		56610	Arradon						64.0	54.0		0561525D		PUBLIC	53	Bretagne
yes	yes	no	RENNES	17 rue Nationale	Ecole maternelle de Landévant 		56690	Landévant						158.0	153.0		0561623K		PUBLIC	53	Bretagne
yes	no	no	DIJON	1 rue de la Mairie	Ecole maternelle d'Izier 		21110	Izier						25.0			0211940V		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	RENNES	38 rue de la Madeleine	Ecole maternelle de Broons 		22250	Broons						89.0			0220754A		PUBLIC	53	Bretagne
yes	no	no	RENNES	Le bourg	Ecole primaire de Dolo 		22270	Dolo						98.0			0220818V		PUBLIC	53	Bretagne
yes	no	no	RENNES	15 rue docteur Lavergne	Ecole maternelle Lavergne 		22400	Lamballe						89.0			0220898G		PUBLIC	53	Bretagne
yes	no	no	RENNES	Le bourg	Ecole primaire Le Ble En Herbe 		22330	Langourla						52.0			0220914Z		PUBLIC	53	Bretagne
yes	yes	no	RENNES	7 allée de la Hodeyère	Ecole maternelle la Hodeyère 		35500	Vitré						102.0	107.0		0351837G		PUBLIC	53	Bretagne
yes	no	no	NANTES	61 avenue Pierre de Coubertin	Ecole maternelle groupe scolaire Les Pommeraies 		53000	Laval						80.0			0530295H		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	MONTPELLIER	Le village	Ecole de Saint-Georges-de-Lévéjac 		48500	Saint-Georges-de-Lévéjac						12.0	10.0		0480430G		PUBLIC	76	Occitanie
yes	yes	no	ORLEANS-TOURS	Le bourg	Ecole élémentaire de Vicq-Exemplet 		36400	Vicq-Exemplet						15.0	12.0		0360555H		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	RENNES	8 rue des écoles	Ecole maternelle de Caulnes 		22350	Caulnes						115.0	119.0		0221534Y		PUBLIC	53	Bretagne
yes	no	no	RENNES	Rue des écoles	Ecole maternelle de Plémet 		22210	Plémet						86.0			0221633F		PUBLIC	53	Bretagne
yes	no	no	RENNES	Rue des écoles	Ecole primaire de Saint-Gilles-du-Mené 		22330	Saint-Gilles-du-Mené						39.0			0221640N		PUBLIC	53	Bretagne
yes	no	no	RENNES	2 rue du Meloir Sentier	Ecole maternelle Montafilan 		22980	Plélan-le-Petit						71.0			0221826R		PUBLIC	53	Bretagne
yes	no	no	BORDEAUX	1 rue Antoine Gay	Ecole maternelle d'Excideuil 		24160	Excideuil						50.0			0240276V		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	LYON	3 rue Fernand Léger	Ecole maternelle Beauregard 		42600	Montbrison						48.0	46.0		0421465P		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	ORLEANS-TOURS	2 rue de la Corderie	Ecole maternelle Camus  		37230	Luynes						48.0	46.0		0371373S		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ORLEANS-TOURS	Place de l'église	Ecole maternelle d'Huismes 		37420	Huismes						58.0	55.0		0371404A		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	GRENOBLE	17 rue du Général Brocard	Ecole élémentaire Brocard 		38690	Biol						56.0	50.0		0380196G		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	BORDEAUX	Rue de la BEAURONNE	Ecole élémentaire d'Agonac 		24460	Agonac						98.0			0240388S		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Le bourg	Ecole élémentaire de Bassillac 		24330	Bassillac						91.0	108.0		0240583D		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Le bourg	Ecole maternelle de Lusignac 		24320	Lusignac						18.0			0240627B		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Le bourg	Ecole maternelle de Simeyrols 		24370	Simeyrols						15.0			0240715X		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Le bourg	Ecole élémentaire de Ligueux 		24460	Ligueux						42.0	40.0		0240753N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Le bourg	Ecole élémentaire de Saint-Maime-de-Péreyrol 		24380	Saint-Maime-de-Péreyrol						25.0	21.0		0240854Y		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Rue Eugénie Cotton	Ecole élémentaire Eugène Le Roy 		24660	Coulounieix-Chamiers						229.0	238.0		0240968X		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	4 rue André Rousseau	Ecole maternelle de la Force 		24130	La Force						88.0			0240985R		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	CLERMONT-FERRAND	Le bourg	Ecole maternelle de Lavoûte-sur-Loire 		43800	Lavoûte-sur-Loire						37.0	35.0		0430911G		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	NANCY-METZ	4 rue de la Mairie	Ecole maternelle de Reherrey 		54120	Reherrey						24.0	25.0		0542180B		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	2 Grande rue	Ecole d'Avricourt 		54450	Avricourt						30.0			0542341B		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	8 place Jean Blaise	Ecole d'Aubréville 		55120	Aubréville						21.0	22.0		0550789J		PUBLIC	44	Grand-Est
yes	no	no	BESANCON	Rue Samuel Marti	Ecole maternelle Grosjean Jules 		25200	Montbéliard						50.0			0251612S		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	ORLEANS-TOURS	4 rue Hector Berlioz	Ecole maternelle Prévert  		37110	Château-Renault						52.0	45.0		0370304E		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ORLEANS-TOURS	Place de la Mairie	Ecole primaire d'Huismes 		37420	Huismes						111.0	105.0		0370570U		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	ORLEANS-TOURS	32 rue des écoles	Ecole primaire Emile Thierry 		37340	Gizeux						13.0			0371380Z		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	CAEN	Avenue Général Koenig	Ecole maternelle Jean Baptiste Couture 		14750	Saint-Aubin-sur-Mer						67.0	58.0		0141839Y		PUBLIC	28	Normandie
yes	no	no	CLERMONT-FERRAND	Le bourg	Ecole élémentaire du Claux 		15400	Le Claux						9.0			0150332E		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	CLERMONT-FERRAND	Rue Georges Clémenceau	Ecole Marmiers 		15000	Aurillac						154.0			0150619S		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	Rue de la Convention Estressin	Ecole maternelle Côteau Sainte-Hélène 		38200	Vienne						58.0			0381415G		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	Avenue de Venaria	Ecole maternelle Joliot Curie 		38220	Vizille						76.0			0381476Y		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	CLERMONT-FERRAND	Rue des écoles	Ecole maternelle de Vertolaye 		63480	Vertolaye						18.0			0631289J		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	BORDEAUX	Le bourg	Ecole primaire de Lées-Athas 		64490	Lées-Athas						17.0	23.0		0640564R		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BESANCON	Place de la Mairie	Ecole de Montmirey-le-Château 		39290	Montmirey-le-Château						19.0	24.0		0390618K		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	POITIERS	Le bourg	Ecole élémentaire de Montchaude 		16300	Montchaude						22.0	21.0		0160501H		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	Avenue Bernard Fischer	Ecole élémentaire Félix Gaillard 		16300	Barbezieux-Saint-Hilaire						148.0	139.0		0160510T		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	7 rue des écoles	Ecole maternelle de Chabanais 		16150	Chabanais						69.0			0160587B		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	Le bourg	Ecole d'Écuras 		16220	Écuras						12.0	13.0		0160927W		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	1 place des Tilleuls	Ecole maternelle de Champagne-Mouton 		16350	Champagne-Mouton						47.0	44.0		0160972V		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	Le Menallier	Ecole élémentaire André Clerjaud 		16300	Lachaise						20.0	22.0		0161026D		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	10 rue Jean Monnet	Ecole maternelle de Dompierre-sur-Charente 		17610	Dompierre-sur-Charente						18.0			0170302L		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BESANCON	40 place de la Mairie	Ecole de Saint-Germain-lès-Arlay 		39210	Saint-Germain-lès-Arlay						48.0			0390138N		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BESANCON	2 rue Fontaine d'Embrun	Ecole maternelle de Gendrey 		39350	Gendrey						22.0			0390933C		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BORDEAUX	5 impasse du Carboue	Ecole maternelle Carboue 		40000	Mont-de-Marsan						63.0	63.0		0400652S		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	CAEN	2 rue des Canadiens	Ecole élémentaire de Billy 		14370	Billy						40.0	51.0		0140286K		PUBLIC	28	Normandie
yes	yes	no	CAEN	Rue du marché	Ecole maternelle Antoine de Saint-Exupéry 		14420	Potigny						107.0	97.0		0140660S		PUBLIC	28	Normandie
yes	yes	no	CAEN	Rue la Croix	Ecole élémentaire de Villy-lez-Falaise 		14700	Villy-lez-Falaise						24.0	23.0		0140679M		PUBLIC	28	Normandie
yes	no	no	CAEN	Cidex E  13	Ecole élémentaire d'Ernes 		14270	Ernes						21.0			0140686V		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole de Saint-Manvieu-Bocage 		14380	Saint-Manvieu-Bocage						51.0			0141059A		PUBLIC	28	Normandie
yes	yes	no	CAEN	4 Allée des Enfants	Ecole maternelle de Démouville 		14840	Démouville						139.0	121.0		0141565A		PUBLIC	28	Normandie
yes	no	no	CAEN	Rue de l'Eglise	Ecole maternelle Malraux-Neuville 		14500	Vire						55.0			0141659C		PUBLIC	28	Normandie
yes	no	no	AIX-MARSEILLE	429 avenue Mireille Lauze	Ecole maternelle Pomme Mazenode  		13011	Marseille						79.0			0131829T		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	no	no	ORLEANS-TOURS	13 rue de la Halle	Ecole élémentaire Auron B 		18000	Bourges						119.0			0180320A		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	LYON	Impasse Bonlieu	Ecole primaire	42	42720	La Bénisson-Dieu	Loire	OUVERT	46.150361081601346		4.04535506968729	33.0			0420122E	LE BOURG PRIMAIRE	PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LYON	Place Pasteur	Ecole maternelle Pasteur 		42800	Rive-de-Gier						51.0			0420319U		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	Le bourg	Ecole primaire Le Bourg 		42560	Soleymieux						5.0	72.0		0420841L		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	POITIERS	Le bourg	Ecole maternelle de Salles-Lavalette 		16190	Salles-Lavalette						14.0	15.0		0160198D		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	17 avenue de la gare	Ecole élémentaire Jacques Prévert 		16400	La Couronne						119.0			0160375W		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Place du Canton	Ecole de Vaux-Rouillac 		16170	Vaux-Rouillac						23.0			0160422X		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Le bourg	Ecole maternelle de Taizé-Aizie 		16700	Taizé-Aizie						37.0			0160666M		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Le bourg	Ecole élémentaire de Verrières 		16130	Verrières						21.0			0160739S		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	98 avenue Jean Jaurès	Ecole maternelle Le Maine Gagnaud 		16600	Ruelle-sur-Touvre						47.0	37.0		0160869H		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Rue des écoles	Ecole Jean Rostand 		16100	Javrezac						32.0			0160892H		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	11 Route du Pineau	Ecole élémentaire de Chenac-Saint-Seurin-d'Uzet 		17120	Chenac-Saint-Seurin-d'Uzet						21.0			0170899K		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	CLERMONT-FERRAND	Route de Lezoux	Ecole Pont Astier 		63190	Orléat						122.0	119.0		0630592B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	AIX-MARSEILLE	Hameau de mas Thibert	Ecole maternelle Marinette Carletti 		13104	Arles						54.0			0132749T		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	yes	no	CLERMONT-FERRAND	Rue Emile Zola	Ecole maternelle Emile Zola 		63300	Thiers						73.0	74.0		0631515E		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	CLERMONT-FERRAND	4 rue de la Porte du Vent	Ecole maternelle de Dallet 		63111	Dallet						61.0	49.0		0631749J		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	CAEN	Le bourg	Ecole élémentaire d'Ellon 		14250	Ellon						25.0			0140131S		PUBLIC	28	Normandie
yes	no	no	CAEN	Place de la République	Ecole maternelle Caroline Duchemin 		14100	Lisieux						97.0			0140513G		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole élémentaire des Loges-Saulces 		14700	Les Loges-Saulces						22.0			0140647C		PUBLIC	28	Normandie
yes	no	no	CAEN	Rue Albert Camus	Ecole Albert Camus 		14110	Condé-sur-Noireau						84.0			0141019G		PUBLIC	28	Normandie
yes	no	no	CAEN	Rue de la Foulerie	Ecole maternelle de la Tour aux Raines 		14500	Vire						84.0			0141100V		PUBLIC	28	Normandie
yes	no	no	CAEN	917 boulevard Grande Delle	Ecole maternelle Jean Boisard 		14200	Hérouville-Saint-Clair						69.0			0141384D		PUBLIC	28	Normandie
yes	yes	no	CAEN	3 rue Charlotte Herpin	Ecole maternelle Charlotte Herpin 		14700	Falaise						67.0	59.0		0141566B		PUBLIC	28	Normandie
yes	no	no	CAEN	Rue des écoles	Ecole maternelle de Biéville-Beuville 		14112	Biéville-Beuville						119.0			0141656Z		PUBLIC	28	Normandie
yes	yes	no	AMIENS	1 rue du 11 Novembre 1918	Ecole primaire J Cozette M.Berquer 		80460	Ault						76.0	75.0		0800730J		PUBLIC	32	Hauts-de-France
yes	no	no	RENNES	Rue de Coet Ligne	Ecole maternelle Gourandel 		56150	Baud						78.0			0561316B		PUBLIC	53	Bretagne
yes	yes	no	CAEN	7 rue Delavigne	Ecole maternelle de Clécy 		14570	Clécy						58.0	54.0		0141657A		PUBLIC	28	Normandie
yes	yes	no	CAEN	Route de Four	Ecole maternelle intercommunale 		14540	Soliers						104.0	101.0		0141679Z		PUBLIC	28	Normandie
yes	no	no	CAEN	15 Route de Bayeux	Ecole de Vaubadon 		14490	Vaubadon						41.0			0142129N		PUBLIC	28	Normandie
yes	no	no	CAEN	4 rue Marivaux	Ecole maternelle Jean Vilar 		14123	Ifs						78.0			0142252X		PUBLIC	28	Normandie
yes	no	no	ORLEANS-TOURS	Rue de la Poterie	Ecole maternelle Tunnel Château 		18100	Vierzon						78.0			0180286N		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ORLEANS-TOURS	Rue Jean Valette	Ecole élémentaire	18	18200	Ainay-le-Vieil	Cher	OUVERT	46.66345329068646		2.5527995758041047	12.0			0180414C		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	ORLEANS-TOURS	Rue du Champ de Foire	Ecole maternelle du Châtelet 		18170	Le Châtelet						41.0			0180439E		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	NANCY-METZ	2 rue de l'Abbé Nicolas	Ecole élémentaire de Vatimont 		57580	Vatimont						19.0			0570360G		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	1 rue Houchard	Ecole maternelle Le Temps des Cerises 		57800	Rosbruck						33.0	31.0		0570814A		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	19 rue Pougin	Ecole maternelle d'application Pougin 		57950	Montigny-lès-Metz						99.0	102.0		0571145K		PUBLIC	44	Grand-Est
yes	yes	no	AMIENS	22 rue Paul Doumer	Ecole maternelle Elsa Triolet 		60000	Beauvais						119.0	119.0		0600467G		PUBLIC	32	Hauts-de-France
yes	yes	no	LIMOGES	Le bourg	Ecole élémentaire de Camps-Saint-Mathurin-Léobazel 		19430	Camps-Saint-Mathurin-Léobazel						11.0	14.0		0190415Y		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	LIMOGES	Les Buges	Ecole maternelle Les Buges 		19140	Uzerche						76.0	59.0		0190482W		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	LIMOGES	Le bourg	Ecole du Chastang 		19190	Le Chastang						7.0	6.0		0190561G		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	DIJON	Route de Thorey sur Ouche	Ecole élémentaire RPI 		21360	Crugey						28.0	25.0		0210200D		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	Place de la Mairie	Ecole élémentaire RPI 		21360	La Bussière-sur-Ouche						20.0	24.0		0210304S		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	1 Grand rue	Ecole d'Asnières-en-Montagne 		21500	Asnières-en-Montagne						14.0			0210413K		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	CRETEIL	56 rue Paul Vaillant Couturier	Ecole maternelle Henri Barbusse 		94140	Alfortville						296.0	255.0		0940492Z		PUBLIC	11	Île-de-France
yes	no	no	AMIENS	7 rue de l'école	Ecole de Wambez 		60380	Wambez						17.0			0600921A		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	3 rue Edouard Branly	Ecole maternelle Georges Pompidou 1 		60200	Compiègne	Oise		49.398780		2.792710	71.0			0601538W		PUBLIC	32	Hauts-de-France
yes	no	no	DIJON		Ecole primaire		21130	Billey	Côte-d'Or		47.145120		5.431700	15.0			0211840L		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	CLERMONT-FERRAND	Rue du 18 Juin 1940	Ecole élémentaire de Montcombroux-les-Mines 		3130	Montcombroux-les-Mines						9.0	13.0		0030360A		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	NANCY-METZ	11 Grande rue	Ecole primaire de Senonges 		88260	Senonges						23.0	14.0		0880445F		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	45 rue du Gras	Ecole maternelle de Parey-sous-Montfort 		88800	Parey-sous-Montfort						15.0	13.0		0880620W		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	8 rue de la Mairie	Ecole maternelle des Forges 		88390	Les Forges						60.0	59.0		0881543Z		PUBLIC	44	Grand-Est
yes	yes	no	DIJON	4 rue de la Mairie	Ecole de Saint-Brancher 		89630	Saint-Brancher						14.0	11.0		0890175G		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	CAEN	8 rue Pierre Neveu	Ecole maternelle Charles Perrault 		61600	La Ferté-Macé						66.0			0610077C		PUBLIC	28	Normandie
yes	yes	no	CAEN	Le bourg	Ecole maternelle de Médavy 		61570	Médavy						22.0	20.0		0610200L		PUBLIC	28	Normandie
yes	yes	no	GUADELOUPE	Rue Shoelcher	Ecole primaire Amédée Fengarol 2 		97110	Pointe-à-Pitre						230.0	216.0		9710676H		PUBLIC	1	Guadeloupe
yes	yes	no	MARTINIQUE	Rue Victor Schoëlcher	Ecole maternelle Gilbert Tarquin 		97214	Le Lorrain						66.0	53.0		9720207T		PUBLIC	2	Martinique
yes	yes	no	BESANCON	53 rue d'Alsace	Ecole maternelle Louise Michel 		90100	Delle						52.0	51.0		0900284V		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	LILLE	80 boulevard Alexandre III	Ecole primaire Parc de la Marine 		59140	Dunkerque						105.0			0590966E		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	Avenue François Mitterrand	Ecole maternelle Groupe Philpppe-Laurent Roland 		59710	Pont-à-Marcq						108.0	110.0		0591052Y		PUBLIC	32	Hauts-de-France
yes	no	no	LILLE	76 rue du Président Wilson	Ecole maternelle Parc de la Marine 		59140	Dunkerque						78.0			0590970J		PUBLIC	32	Hauts-de-France
yes	no	no	LILLE	245 avenue du Général Leclerc	Ecole maternelle Les jonquilles 		59330	Hautmont						123.0			0591354B		PUBLIC	32	Hauts-de-France
yes	yes	no	PARIS	17 rue Alphonse Baudin	Ecole primaire Alphonse Baudin 		75011	Paris						169.0	160.0		0751217R		PUBLIC	11	Île-de-France
yes	no	no	LILLE	12 rue Jules Watteeuw	Ecole maternelle Marie Curie 		59223	Roncq						76.0			0592680T		PUBLIC	32	Hauts-de-France
yes	no	no	LILLE	2 rue Siméon Courcot	Ecole primaire Lamartine niveau 1	59	59279	Loon-Plage	Nord	A FERMER	50.99553437777035		2.2190645628932377	83.0	80.0		0591679E	LAMARTINE NIVEAU 1	PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	Rue du 14 juillet	Ecole maternelle Bracke-Desrousseaux 		59139	Wattignies						110.0	119.0		0592517R		PUBLIC	32	Hauts-de-France
yes	yes	no	VERSAILLES	Allée du Canada	Ecole maternelle Les Sablons 		92190	Meudon						59.0	48.0		0921519B		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	1 boulevard Aristide Briand	Ecole maternelle Aristide Briand 		92400	Courbevoie						84.0	67.0		0922053G		PUBLIC	11	Île-de-France
